ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0019-0006-0001-0001;0019-0006-0001;d;Dysponent;Urząd Transportu Kolejowego;71;;0
0019-0006-0001-0002;0019-0006-0001;d;Dysponent;Wojewodowie;85;;0
0019-0006-0002;0019-0006;c;Podzadanie 19.6.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0019-0006-0002-0001;0019-0006-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0019-0006-0002-0002;0019-0006-0002;d;Dysponent;Urząd Transportu Kolejowego;71;;0
0020;;a;FUNKCJA 20;ZDROWIE;;;404917
0020-0001;0020;b;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;;;2025
0020-0001-0001;0020-0001;c;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;;;2025
0020-0001-0001-0001;0020-0001-0001;d;Dysponent;Ministerstwo Zdrowia;46;;2025
0020-0001-0001-0002;0020-0001-0001;d;Dysponent;Rzecznik Praw Pacjenta;66;;0
0020-0001-0001-0003;0020-0001-0001;d;Dysponent;Wojewodowie;85;;0
0020-0001-0002;0020-0001;c;Podzadanie 20.1.2;Realizacja programów polityki zdrowotnej ważnych dla zdrowia społeczeństwa;;;0
0020-0001-0002-0001;0020-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0001-0002-0002;0020-0001-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0001-0002-0003;0020-0001-0002;d;Dysponent;Wojewodowie;85;;0
0020-0001-0003;0020-0001;c;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;;;0
0020-0001-0003-0001;0020-0001-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0001-0003-0002;0020-0001-0003;d;Dysponent;Wojewodowie;85;;0
0020-0001-0004;0020-0001;c;Podzadanie 20.1.4;Świadczenia wysokospecjalistyczne finansowane z budżetu państwa;;;0
0020-0001-0004-0001;0020-0001-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0001-0005;0020-0001;c;Podzadanie 20.1.5;Zapewnianie funkcjonowania publicznej służby krwi;;;0
0020-0001-0005-0001;0020-0001-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0020-0001-0005-0002;0020-0001-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0001-0005-0003;0020-0001-0005;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0001-0006;0020-0001;c;Podzadanie 20.1.6;Składki na ubezpieczenia zdrowotne opłacane z budżetu państwa za osoby uprawnione;;;0
0020-0001-0006-0001;0020-0001-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0020-0001-0006-0002;0020-0001-0006;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0020-0001-0006-0003;0020-0001-0006;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0020-0001-0006-0004;0020-0001-0006;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;0
0020-0001-0006-0005;0020-0001-0006;d;Dysponent;Wojewodowie;85;;0
0020-0001-0007;0020-0001;c;Podzadanie 20.1.7;Udzielanie świadczeń medycznych dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;;;0
0020-0001-0007-0001;0020-0001-0007;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0020-0001-0007-0002;0020-0001-0007;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0001-0007-0003;0020-0001-0007;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0002;0020;b;Zadanie 20.2;Ratownictwo medyczne;;;261118
0020-0002-0001;0020-0002;c;Podzadanie 20.2.1;Zapewnianie prawidłowej działalności lotniczych zespołów ratownictwa medycznego;;;40842
0020-0002-0001-0001;0020-0002-0001;d;Dysponent;Ministerstwo Zdrowia;46;;40842
0020-0002-0001-0002;0020-0002-0001;d;Dysponent;Wojewodowie;85;;0
0020-0002-0002;0020-0002;c;Podzadanie 20.2.2;Zapewnianie prawidłowej działalności szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego;;;220276
0020-0002-0002-0001;0020-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0002-0002-0002;0020-0002-0002;d;Dysponent;Ministerstwo Zdrowia;46;;220276
0020-0002-0002-0003;0020-0002-0002;d;Dysponent;Wojewodowie;85;;0
0020-0003;0020;b;Zadanie 20.3;Realizacja polityki lekowej państwa;;;0
0020-0003-0001;0020-0003;c;Podzadanie 20.3.1;Zapewnianie możliwości rejestracji produktów leczniczych, wyrobów medycznych i produktów biobójczych;;;0
0020-0003-0001-0001;0020-0003-0001;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0003-0002;0020-0003;c;Podzadanie 20.3.2;Zapewnianie nadzoru nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi;;;0
0020-0003-0002-0001;0020-0003-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0003-0002-0002;0020-0003-0002;d;Dysponent;Wojewodowie;85;;0
0020-0003-0003;0020-0003;c;Podzadanie 20.3.3;Zapewnianie dostępu do leków i wyrobów medycznych poprzez umożliwienie refundacji leków i wyrobów medycznych najistotniejszych dla zdrowia społeczeństwa;;;0
0020-0003-0003-0001;0020-0003-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0004;0020;b;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;;;114372
0020-0004-0001;0020-0004;c;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;;;114372
0020-0004-0001-0001;0020-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0020-0004-0001-0002;0020-0004-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0004-0001-0003;0020-0004-0001;d;Dysponent;Ministerstwo Zdrowia;46;;114372
0020-0004-0001-0004;0020-0004-0001;d;Dysponent;Wojewodowie;85;;0
0020-0004-0002;0020-0004;c;Podzadanie 20.4.2;Wspieranie restrukturyzacji systemu ochrony zdrowia;;;0
0020-0004-0002-0001;0020-0004-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0004-0003;0020-0004;c;Podzadanie 20.4.3;Program wieloletni ``Wsparcie jednostek samorządu terytorialnego w działaniach stabilizujących system ochrony zdrowia``;;;0
0020-0004-0003-0001;0020-0004-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005;0020;b;Zadanie 20.5;Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia;;;5424
0020-0005-0001;0020-0005;c;Podzadanie 20.5.1;Profilaktyka zdrowotna;;;5424
0020-0005-0001-0001;0020-0005-0001;d;Dysponent;Ministerstwo Zdrowia;46;;5424
0020-0005-0001-0002;0020-0005-0001;d;Dysponent;Wojewodowie;85;;0
0020-0005-0002;0020-0005;c;Podzadanie 20.5.2;Działalność kontrolno-inspekcyjna;;;0
0020-0005-0002-0001;0020-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0020-0005-0002-0002;0020-0005-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0002-0003;0020-0005-0002;d;Dysponent;Wojewodowie;85;;0
0020-0005-0003;0020-0005;c;Podzadanie 20.5.3;Nadzór sanitarny;;;0
0020-0005-0003-0001;0020-0005-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0003-0002;0020-0005-0003;d;Dysponent;Wojewodowie;85;;0
0020-0005-0004;0020-0005;c;Podzadanie 20.5.4;Zapobieganie i zwalczanie chorób zakaźnych;;;0
0020-0005-0004-0001;0020-0005-0004;d;Dysponent;Wojewodowie;85;;0
0020-0005-0005;0020-0005;c;Podzadanie 20.5.5;Zakup szczepionek zgodnie z kalendarzem obowiązkowych szczepień ochronnych;;;0
0020-0005-0005-0001;0020-0005-0005;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0006;0020-0005;c;Podzadanie 20.5.6;Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych;;;0
0020-0005-0006-0001;0020-0005-0006;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0006-0002;0020-0005-0006;d;Dysponent;Wojewodowie;85;;0
0020-0005-0007;0020-0005;c;Podzadanie 20.5.7;Tworzenie i utrzymywanie rezerw państwowych;;;0
0020-0005-0007-0001;0020-0005-0007;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0008;0020-0005;c;Podzadanie 20.5.8;Ochrona zdrowia i promocja na rzecz osób niepełnosprawnych;;;0
0020-0005-0008-0001;0020-0005-0008;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0009;0020-0005;c;Podzadanie 20.5.9;Realizacja zadań edukacyjno-informacyjnych z zakresu programów zdrowotnych państwa dotyczących uzależnień;;;0
0020-0005-0009-0001;0020-0005-0009;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0005-0009-0002;0020-0005-0009;d;Dysponent;Wojewodowie;85;;0
0020-0006;0020;b;Zadanie 20.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;21978
0020-0006-0001;0020-0006;c;Podzadanie 20.6.1;Utrzymanie systemów informatycznych;;;0
0020-0006-0001-0001;0020-0006-0001;d;Dysponent;Ministerstwo Zdrowia;46;;0
0020-0006-0002;0020-0006;c;Podzadanie 20.6.2;Budowa i wdrożenie rozwiązań informatycznych;;;21978
0020-0006-0002-0001;0020-0006-0002;d;Dysponent;Ministerstwo Zdrowia;46;;21978
0021;;a;FUNKCJA 21;POLITYKA ROLNA I RYBACKA;;;18939562
0021-0001;0021;b;Zadanie 21.1;Wspieranie rozwoju produkcji roślinnej i ochrona roślin uprawnych;;;0
0021-0001-0001;0021-0001;c;Podzadanie 21.1.1;Wspieranie postępu biologicznego w produkcji roślinnej;;;0
0021-0001-0001-0001;0021-0001-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0002;0021-0001;c;Podzadanie 21.1.2;Badania, rejestracja, rekomendacja i ochrona prawna odmian roślin uprawnych;;;0
0021-0001-0002-0001;0021-0001-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0003;0021-0001;c;Podzadanie 21.1.3;Nadzór nad zdrowiem roślin, obrotem i stosowaniem środków ochrony roślin oraz wytwarzaniem, oceną i obrotem materiałem siewnym;;;0
0021-0001-0003-0001;0021-0001-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0003-0002;0021-0001-0003;d;Dysponent;Wojewodowie;85;;0
0021-0001-0004;0021-0001;c;Podzadanie 21.1.4;Ochrona roślin;;;0
0021-0001-0004-0001;0021-0001-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0004-0002;0021-0001-0004;d;Dysponent;Wojewodowie;85;;0
0021-0001-0005;0021-0001;c;Podzadanie 21.1.5;Nadzór nad uprawą roślin genetycznie zmodyfikowanych, strefami wolnymi od GMO oraz kontrolą zamierzonego uwolnienia organizmów genetycznie zmodyfikowanych;;;0
0021-0001-0005-0001;0021-0001-0005;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0006;0021-0001;c;Podzadanie 21.1.6;Program wieloletni ``Ochrona roślin uprawnych z uwzględnieniem bezpieczeństwa żywności oraz ograniczenia strat w plonach i zagrożeń dla zdrowia ludzi, zwierząt domowych i środowiska``;;;0
0021-0001-0006-0001;0021-0001-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0007;0021-0001;c;Podzadanie 21.1.7;Program wieloletni ``Ulepszanie Roślin Zrównoważonych AgroEkosystemów, Wysokiej Jakości Żywności i Produkcji Roślinnej na Cele Nieżywnościowe``;;;0
0021-0001-0007-0001;0021-0001-0007;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0001-0008;0021-0001;c;Podzadanie 21.1.8;Program wieloletni ``Rozwój zrównoważonych metod produkcji ogrodniczej w celu zapewnienia wysokiej jakości biologicznej i odżywczej produktów ogrodniczych oraz zachowania bioróżnorodności środowiska i ochrony jego zasobów``;;;0
0021-0001-0008-0001;0021-0001-0008;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0002;0021;b;Zadanie 21.2;Wspieranie rozwoju produkcji zwierzęcej i hodowli zwierząt;;;0
0021-0002-0001;0021-0002;c;Podzadanie 21.2.1;Wspieranie postępu biologicznego w produkcji zwierzęcej;;;0
0021-0002-0001-0001;0021-0002-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0002-0002;0021-0002;c;Podzadanie 21.2.2;Wspieranie działalności kontrolnej;;;0
0021-0002-0002-0001;0021-0002-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0002-0003;0021-0002;c;Podzadanie 21.2.3;Program wieloletni ``Biologiczne, środowiskowe i technologiczne uwarunkowania rozwoju produkcji zwierzęcej``;;;0
0021-0002-0003-0001;0021-0002-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0003;0021;b;Zadanie 21.3;Ochrona zdrowia i dobrostanu zwierząt oraz zdrowia publicznego w zakresie weterynarii;;;0
0021-0003-0001;0021-0003;c;Podzadanie 21.3.1;Ochrona zdrowia i dobrostanu zwierząt;;;0
0021-0003-0001-0001;0021-0003-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0003-0001-0002;0021-0003-0001;d;Dysponent;Wojewodowie;85;;0
0021-0003-0002;0021-0003;c;Podzadanie 21.3.2;Nadzór nad zdrowotną jakością środków spożywczych pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania;;;0
0021-0003-0002-0001;0021-0003-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0003-0002-0002;0021-0003-0002;d;Dysponent;Wojewodowie;85;;0
0021-0003-0003;0021-0003;c;Podzadanie 21.3.3;Realizacja zadań laboratoriów referencyjnych i innych zadań zleconych;;;0
0021-0003-0003-0001;0021-0003-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0003-0004;0021-0003;c;Podzadanie 21.3.4;Program wieloletni ``Ochrona zdrowia zwierząt i zdrowia publicznego``;;;0
0021-0003-0004-0001;0021-0003-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0004;0021;b;Zadanie 21.4;Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności;;;0
0021-0004-0001;0021-0004;c;Podzadanie 21.4.1;Kształtowanie ustroju rolnego państwa;;;0
0021-0004-0001-0001;0021-0004-0001;d;Dysponent;Wojewodowie;85;;0
0021-0004-0002;0021-0004;c;Podzadanie 21.4.2;Rolnictwo ekologiczne;;;0
0021-0004-0002-0001;0021-0004-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0004-0002-0002;0021-0004-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0021-0004-0003;0021-0004;c;Podzadanie 21.4.3;Żywność regionalna, tradycyjna i systemy jakości żywności;;;0
0021-0004-0003-0001;0021-0004-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0021-0004-0003-0002;0021-0004-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0021-0004-0004;0021-0004;c;Podzadanie 21.4.4;Agrochemiczna obsługa rolnictwa w Polsce;;;0
0021-0004-0004-0001;0021-0004-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0004-0005;0021-0004;c;Podzadanie 21.4.5;Program wieloletni ``Kształtowanie środowiska rolniczego Polski oraz zrównoważony rozwój produkcji rolniczej``;;;0
0021-0004-0005-0001;0021-0004-0005;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0004-0006;0021-0004;c;Podzadanie 21.4.6;Program wieloletni ``Ekonomiczne i społeczne uwarunkowania rozwoju gospodarki żywnościowej po wstąpieniu Polski do Unii Europejskiej``;;;0
0021-0004-0006-0001;0021-0004-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0005;0021;b;Zadanie 21.5;Wspieranie infrastruktury wsi;;;0
0021-0005-0001;0021-0005;c;Podzadanie 21.5.1;Nadzór nad wykorzystaniem środków z budżetu przez jst w zakresie usuwania skutków klęsk żywiołowych;;;0
0021-0005-0001-0001;0021-0005-0001;d;Dysponent;Wojewodowie;85;;0
0021-0005-0002;0021-0005;c;Podzadanie 21.5.2;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa, w tym scalanie i wymiana gruntów oraz zagospodarowanie poscaleniowe;;;0
0021-0005-0002-0001;0021-0005-0002;d;Dysponent;Wojewodowie;85;;0
0021-0006;0021;b;Zadanie 21.6;Wspieranie rybactwa śródlądowego i rybołówstwa morskiego;;;356502
0021-0006-0001;0021-0006;c;Podzadanie 21.6.1;Wspieranie rybactwa śródlądowego;;;0
0021-0006-0001-0001;0021-0006-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0021-0006-0001-0002;0021-0006-0001;d;Dysponent;Wojewodowie;85;;0
0021-0006-0002;0021-0006;c;Podzadanie 21.6.2;Wspieranie rybołówstwa morskiego;;;0
0021-0006-0002-0001;0021-0006-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0021-0006-0003;0021-0006;c;Podzadanie 21.6.3;PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;;;356502
0021-0006-0003-0001;0021-0006-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;356502
0021-0006-0003-0002;0021-0006-0003;d;Dysponent;Wojewodowie;85;;0
0021-0006-0004;0021-0006;c;Podzadanie 21.6.4;Program wieloletni ``Wieloletni Program Zbierania Danych Rybackich 2007-2013``;;;0
0021-0006-0004-0001;0021-0006-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0021-0007;0021;b;Zadanie 21.7;Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej;;;18583060
0021-0007-0001;0021-0007;c;Podzadanie 21.7.1;Doradztwo rolnicze;;;0
0021-0007-0001-0001;0021-0007-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0021-0007-0001-0002;0021-0007-0001;d;Dysponent;Wojewodowie;85;;0
0021-0007-0002;0021-0007;c;Podzadanie 21.7.2;Pomoc krajowa;;;0
0021-0007-0002-0001;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0007-0002-0002;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0021-0007-0002-0003;0021-0007-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0021-0007-0002-0004;0021-0007-0002;d;Dysponent;Wojewodowie;85;;0
0021-0007-0003;0021-0007;c;Podzadanie 21.7.3;WPR finansowane z EFRG;;;580648
0021-0007-0003-0001;0021-0007-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;580648
0021-0007-0004;0021-0007;c;Podzadanie 21.7.4;Wspieranie realizacji WPR Unii Europejskiej;;;550000
0021-0007-0004-0001;0021-0007-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;550000
0021-0007-0005;0021-0007;c;Podzadanie 21.7.5;Program Rozwoju Obszarów Wiejskich 2007-2013;;;10804275
0021-0007-0005-0001;0021-0007-0005;d;Dysponent;Ministerstwo Finansów;19;;0
0021-0007-0005-0002;0021-0007-0005;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;10481630
0021-0007-0005-0003;0021-0007-0005;d;Dysponent;Wojewodowie;85;;322645
0021-0007-0008;0021-0007;c;Podzadanie 21.7.8;Realizacja płatności bezpośrednich;;;6648137
0021-0007-0008-0001;0021-0007-0008;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;6648137
0021-0007-0009;0021-0007;c;Podzadanie 21.7.9;Zbieranie i wykorzystywanie danych rachunkowych z gospodarstw rolnych na potrzeby FADN (Farm Accountancy Data Network);;;0
0021-0007-0009-0001;0021-0007-0009;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0021-0008;0021;b;Zadanie 21.8;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0021-0008-0001;0021-0008;c;Podzadanie 21.8.1;Utrzymanie systemów informatycznych;;;0
0021-0008-0001-0001;0021-0008-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0021-0008-0002;0021-0008;c;Podzadanie 21.8.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0021-0008-0002-0001;0021-0008-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0022;;a;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;;;21031
0022-0001;0022;b;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;;;45
0022-0001-0001;0022-0001;c;Dysponent;Kancelaria Senatu;03;;0
0022-0001-0002;0022-0001;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0022-0001-0003;0022-0001;c;Dysponent;Krajowe Biuro Wyborcze;11;;0
0022-0001-0004;0022-0001;c;Dysponent;Państwowa Inspekcja Pracy;12;;0
0022-0001-0005;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0022-0001-0006;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;18;;0
0022-0001-0007;0022-0001;c;Dysponent;Ministerstwo Finansów;19;;0
0022-0001-0008;0022-0001;c;Dysponent;Ministerstwo Gospodarki;20;;0
0022-0001-0009;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;21;;0
0022-0001-0010;0022-0001;c;Dysponent;Ministerstwo Środowiska;22;;0
0022-0001-0011;0022-0001;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0022-0001-0012;0022-0001;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0022-0001-0013;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;26;;0
0022-0001-0014;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0022-0001-0015;0022-0001;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;45
0022-0001-0016;0022-0001;c;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0022-0001-0017;0022-0001;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0022-0001-0018;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0022-0001-0019;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0022-0001-0020;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0022-0001-0021;0022-0001;c;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0022-0001-0022;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0022-0001-0023;0022-0001;c;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0022-0001-0024;0022-0001;c;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0022-0001-0025;0022-0001;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0022-0001-0026;0022-0001;c;Dysponent;Ministerstwo Infrastruktury;39;;0
0022-0001-0027;0022-0001;c;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0022-0001-0028;0022-0001;c;Dysponent;Ministerstwo Środowiska;41;;0
0022-0001-0029;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0022-0001-0030;0022-0001;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;0
0022-0001-0031;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0022-0001-0032;0022-0001;c;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0022-0001-0033;0022-0001;c;Dysponent;Ministerstwo Zdrowia;46;;0
0022-0001-0034;0022-0001;c;Dysponent;Urząd Zamówień Publicznych;49;;0
0022-0001-0035;0022-0001;c;Dysponent;Urząd Regulacji Energetyki;50;;0
0022-0001-0036;0022-0001;c;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0022-0001-0037;0022-0001;c;Dysponent;Wyższy Urząd Górniczy;60;;0
0022-0001-0038;0022-0001;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0022-0001-0039;0022-0001;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0022-0001-0040;0022-0001;c;Dysponent;Polski Komitet Normalizacyjny;65;;0
0022-0001-0041;0022-0001;c;Dysponent;Państwowa Agencja Atomistyki;68;;0
0022-0001-0042;0022-0001;c;Dysponent;Urząd Komunikacji Elektronicznej;76;;0
0022-0001-0043;0022-0001;c;Dysponent;Wojewodowie;85;;0
0022-0002;0022;b;Zadanie 22.2;Obsługa administracyjna;;;20347
0022-0002-0001;0022-0002;c;Dysponent;Kancelaria Senatu;03;;0
0022-0002-0002;0022-0002;c;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0022-0002-0003;0022-0002;c;Dysponent;Krajowe Biuro Wyborcze;11;;0
0022-0002-0004;0022-0002;c;Dysponent;Państwowa Inspekcja Pracy;12;;0
0022-0002-0005;0022-0002;c;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0022-0002-0006;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0022-0002-0007;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;18;;0
0022-0002-0008;0022-0002;c;Dysponent;Ministerstwo Finansów;19;;0
0022-0002-0009;0022-0002;c;Dysponent;Ministerstwo Gospodarki;20;;0
0022-0002-0010;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;21;;0
0022-0002-0011;0022-0002;c;Dysponent;Ministerstwo Środowiska;22;;0
0022-0002-0012;0022-0002;c;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0022-0002-0013;0022-0002;c;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0022-0002-0014;0022-0002;c;Dysponent;Ministerstwo Infrastruktury;26;;0
0022-0002-0015;0022-0002;c;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0022-0002-0016;0022-0002;c;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;1654
0022-0002-0017;0022-0002;c;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0022-0002-0018;0022-0002;c;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0022-0002-0019;0022-0002;c;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0022-0002-0020;0022-0002;c;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
