ID;Rodzic;Poziom;Typ;Nazwa;Środki europejskie
0040-0003-0003;0040-0003;c;Zadanie 22.3;Obsługa techniczna;0
0040-0003-0003-0004;0040-0003-0003;d;Część 88;Powszechne jednostki organizacyjne prokuratury;0
0041;;a;Dysponent;Rządowe Centrum Legislacji;485
0041-0001;0041;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;485
0041-0001-0001;0041-0001;c;Zadanie 1.3;Obsługa merytoryczna i kancelaryjno-biurowa Prezesa Rady Ministrów i Rady Ministrów;485
0041-0001-0001-0001;0041-0001-0001;d;Podzadanie 1.3.2;Obsługa prawna Rady Ministrów;485
0041-0001-0001-0001-0001;0041-0001-0001-0001;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;485
0041-0001-0001-0002;0041-0001-0001;d;Podzadanie 1.3.4;Redagowanie i udostępnianie Dziennika Ustaw Rzeczypospolitej Polskiej oraz Dziennika Urzędowego Rzeczypospolitej Polskiej ``Monitor Polski``;0
0041-0001-0001-0002-0001;0041-0001-0001-0002;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;0
0042;;a;Dysponent;Rzecznik Praw Dziecka;0
0042-0001;0042;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0042-0001-0001;0042-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;0
0042-0001-0001-0001;0042-0001-0001;d;Podzadanie 16.6.2;Zapewnienie ochrony i promocji praw dziecka;0
0042-0001-0001-0001-0001;0042-0001-0001-0001;e;Część 14;RZECZNIK PRAW DZIECKA;0
0043;;a;Dysponent;Rzecznik Praw Obywatelskich;0
0043-0001;0043;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0043-0001-0001;0043-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;0
0043-0001-0001-0001;0043-0001-0001;d;Podzadanie 16.6.1;Zapewnienie ochrony wolności oraz praw człowieka i obywatela;0
0043-0001-0001-0001-0001;0043-0001-0001-0001;e;Część 08;RZECZNIK PRAW OBYWATELSKICH;0
0044;;a;Dysponent;Rzecznik Praw Pacjenta;0
0044-0001;0044;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0044-0001-0001;0044-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;0
0044-0001-0001-0001;0044-0001-0001;d;Podzadanie 16.6.3;Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy;0
0044-0001-0001-0001-0001;0044-0001-0001-0001;e;Część 66;RZECZNIK PRAW PACJENTA;0
0045;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;0
0045-0001;0045;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0045-0001-0001;0045-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0045-0001-0001-0001;0045-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0045-0001-0001-0001-0001;0045-0001-0001-0001;e;Część 86/91;Samorządowe kolegia odwoławcze ogółem;0
0045-0001-0001-0002;0045-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0045-0001-0001-0002-0001;0045-0001-0001-0002;e;Część 86/91;Samorządowe kolegia odwoławcze ogółem;0
0046;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;0
0046-0001;0046;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0046-0001-0001;0046-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0046-0001-0001-0001;0046-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0046-0001-0001-0001-0001;0046-0001-0001-0001;e;Część 86/93;Samorządowe kolegia odwoławcze ogółem;0
0046-0001-0001-0002;0046-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0046-0001-0001-0002-0001;0046-0001-0001-0002;e;Część 86/93;Samorządowe kolegia odwoławcze ogółem;0
0047;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;0
0047-0001;0047;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0047-0001-0001;0047-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0047-0001-0001-0001;0047-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0047-0001-0001-0001-0001;0047-0001-0001-0001;e;Część 86/03;Samorządowe kolegia odwoławcze ogółem;0
0047-0001-0001-0002;0047-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0047-0001-0001-0002-0001;0047-0001-0001-0002;e;Część 86/03;Samorządowe kolegia odwoławcze ogółem;0
0048;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;0
0048-0001;0048;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0048-0001-0001;0048-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0048-0001-0001-0001;0048-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0048-0001-0001-0001-0001;0048-0001-0001-0001;e;Część 86/05;Samorządowe kolegia odwoławcze ogółem;0
0048-0001-0001-0002;0048-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0048-0001-0001-0002-0001;0048-0001-0001-0002;e;Część 86/05;Samorządowe kolegia odwoławcze ogółem;0
0049;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;0
0049-0001;0049;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0049-0001-0001;0049-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0049-0001-0001-0001;0049-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0049-0001-0001-0001-0001;0049-0001-0001-0001;e;Część 86/07;Samorządowe kolegia odwoławcze ogółem;0
0049-0001-0001-0002;0049-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0049-0001-0001-0002-0001;0049-0001-0001-0002;e;Część 86/07;Samorządowe kolegia odwoławcze ogółem;0
0050;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;0
0050-0001;0050;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0050-0001-0001;0050-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0050-0001-0001-0001;0050-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0050-0001-0001-0001-0001;0050-0001-0001-0001;e;Część 86/09;Samorządowe kolegia odwoławcze ogółem;0
0050-0001-0001-0002;0050-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0050-0001-0001-0002-0001;0050-0001-0001-0002;e;Część 86/09;Samorządowe kolegia odwoławcze ogółem;0
0051;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;0
0051-0001;0051;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0051-0001-0001;0051-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0051-0001-0001-0001;0051-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0051-0001-0001-0001-0001;0051-0001-0001-0001;e;Część 86/11;Samorządowe kolegia odwoławcze ogółem;0
0051-0001-0001-0002;0051-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0051-0001-0001-0002-0001;0051-0001-0001-0002;e;Część 86/11;Samorządowe kolegia odwoławcze ogółem;0
0052;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;0
0052-0001;0052;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0052-0001-0001;0052-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0052-0001-0001-0001;0052-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0052-0001-0001-0001-0001;0052-0001-0001-0001;e;Część 86/13;Samorządowe kolegia odwoławcze ogółem;0
0052-0001-0001-0002;0052-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0052-0001-0001-0002-0001;0052-0001-0001-0002;e;Część 86/13;Samorządowe kolegia odwoławcze ogółem;0
0053;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;0
0053-0001;0053;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0053-0001-0001;0053-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0053-0001-0001-0001;0053-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0053-0001-0001-0001-0001;0053-0001-0001-0001;e;Część 86/15;Samorządowe kolegia odwoławcze ogółem;0
0053-0001-0001-0002;0053-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0053-0001-0001-0002-0001;0053-0001-0001-0002;e;Część 86/15;Samorządowe kolegia odwoławcze ogółem;0
0054;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;0
0054-0001;0054;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0054-0001-0001;0054-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0054-0001-0001-0001;0054-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0054-0001-0001-0001-0001;0054-0001-0001-0001;e;Część 86/17;Samorządowe kolegia odwoławcze ogółem;0
0054-0001-0001-0002;0054-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0054-0001-0001-0002-0001;0054-0001-0001-0002;e;Część 86/17;Samorządowe kolegia odwoławcze ogółem;0
0055;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;0
0055-0001;0055;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0055-0001-0001;0055-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0055-0001-0001-0001;0055-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0055-0001-0001-0001-0001;0055-0001-0001-0001;e;Część 86/19;Samorządowe kolegia odwoławcze ogółem;0
0055-0001-0001-0002;0055-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0055-0001-0001-0002-0001;0055-0001-0001-0002;e;Część 86/19;Samorządowe kolegia odwoławcze ogółem;0
0056;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;0
0056-0001;0056;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0056-0001-0001;0056-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0056-0001-0001-0001;0056-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0056-0001-0001-0001-0001;0056-0001-0001-0001;e;Część 86/21;Samorządowe kolegia odwoławcze ogółem;0
0056-0001-0001-0002;0056-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0056-0001-0001-0002-0001;0056-0001-0001-0002;e;Część 86/21;Samorządowe kolegia odwoławcze ogółem;0
0057;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;0
0057-0001;0057;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0057-0001-0001;0057-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0057-0001-0001-0001;0057-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0057-0001-0001-0001-0001;0057-0001-0001-0001;e;Część 86/23;Samorządowe kolegia odwoławcze ogółem;0
0057-0001-0001-0002;0057-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0057-0001-0001-0002-0001;0057-0001-0001-0002;e;Część 86/23;Samorządowe kolegia odwoławcze ogółem;0
0058;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;0
0058-0001;0058;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0058-0001-0001;0058-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0058-0001-0001-0001;0058-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0058-0001-0001-0001-0001;0058-0001-0001-0001;e;Część 86/25;Samorządowe kolegia odwoławcze ogółem;0
0058-0001-0001-0002;0058-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0058-0001-0001-0002-0001;0058-0001-0001-0002;e;Część 86/25;Samorządowe kolegia odwoławcze ogółem;0
0059;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;0
0059-0001;0059;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0059-0001-0001;0059-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0059-0001-0001-0001;0059-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0059-0001-0001-0001-0001;0059-0001-0001-0001;e;Część 86/27;Samorządowe kolegia odwoławcze ogółem;0
0059-0001-0001-0002;0059-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0059-0001-0001-0002-0001;0059-0001-0001-0002;e;Część 86/27;Samorządowe kolegia odwoławcze ogółem;0
0060;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;0
0060-0001;0060;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0060-0001-0001;0060-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0060-0001-0001-0001;0060-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0060-0001-0001-0001-0001;0060-0001-0001-0001;e;Część 86/29;Samorządowe kolegia odwoławcze ogółem;0
0060-0001-0001-0002;0060-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0060-0001-0001-0002-0001;0060-0001-0001-0002;e;Część 86/29;Samorządowe kolegia odwoławcze ogółem;0
0061;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;0
0061-0001;0061;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0061-0001-0001;0061-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0061-0001-0001-0001;0061-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0061-0001-0001-0001-0001;0061-0001-0001-0001;e;Część 86/31;Samorządowe kolegia odwoławcze ogółem;0
0061-0001-0001-0002;0061-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0061-0001-0001-0002-0001;0061-0001-0001-0002;e;Część 86/31;Samorządowe kolegia odwoławcze ogółem;0
0062;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;0
0062-0001;0062;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0062-0001-0001;0062-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0062-0001-0001-0001;0062-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0062-0001-0001-0001-0001;0062-0001-0001-0001;e;Część 86/33;Samorządowe kolegia odwoławcze ogółem;0
0062-0001-0001-0002;0062-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0062-0001-0001-0002-0001;0062-0001-0001-0002;e;Część 86/33;Samorządowe kolegia odwoławcze ogółem;0
0063;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;0
0063-0001;0063;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0063-0001-0001;0063-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0063-0001-0001-0001;0063-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0063-0001-0001-0001-0001;0063-0001-0001-0001;e;Część 86/35;Samorządowe kolegia odwoławcze ogółem;0
0063-0001-0001-0002;0063-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0063-0001-0001-0002-0001;0063-0001-0001-0002;e;Część 86/35;Samorządowe kolegia odwoławcze ogółem;0
0064;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;0
0064-0001;0064;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;0
0064-0001-0001;0064-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;0
0064-0001-0001-0001;0064-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;0
0064-0001-0001-0001-0001;0064-0001-0001-0001;e;Część 86/37;Samorządowe kolegia odwoławcze ogółem;0
0064-0001-0001-0002;0064-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;0
0064-0001-0001-0002-0001;0064-0001-0001-0002;e;Część 86/37;Samorządowe kolegia odwoławcze ogółem;0
0065;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;0
