ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0037-0002-0001;0037-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;31741
0037-0002-0001-0002;0037-0002-0001;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;31741
0037-0002-0002;0037-0002;c;Zadanie 22.2;Obsługa administracyjna;44644
0037-0002-0002-0003;0037-0002-0002;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;44644
0037-0002-0003;0037-0002;c;Zadanie 22.3;Obsługa techniczna;38866
0037-0002-0003-0004;0037-0002-0003;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;38866
0038;;a;Dysponent;Polska Akademia Nauk;80110
0038-0001;0038;b;FUNKCJA 10;NAUKA POLSKA;78785
0038-0001-0001;0038-0001;c;Zadanie 10.4;Upowszechnianie, promocja oraz popularyzacja nauki;78785
0038-0001-0001-0001;0038-0001-0001;d;Podzadanie 10.4.1;Wspieranie dyscyplin naukowych oraz placówek naukowych;53387
0038-0001-0001-0001-0001;0038-0001-0001-0001;e;Część 67;POLSKA AKADEMIA NAUK;53387
0038-0001-0001-0002;0038-0001-0001;d;Podzadanie 10.4.3;Poszerzanie wiedzy o nauce polskiej oraz wzbogacanie kultury narodowej;14098
0038-0001-0001-0002-0001;0038-0001-0001-0002;e;Część 67;POLSKA AKADEMIA NAUK;14098
0038-0001-0001-0003;0038-0001-0001;d;Podzadanie 10.4.4;Wspieranie współpracy naukowej z zagranicą;11300
0038-0001-0001-0003-0001;0038-0001-0001-0003;e;Część 67;POLSKA AKADEMIA NAUK;11300
0038-0002;0038;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;1325
0038-0002-0001;0038-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;1325
0038-0002-0001-0001;0038-0002-0001;d;Podzadanie 13.3.1;Świadczenia społeczne;1325
0038-0002-0001-0001-0001;0038-0002-0001-0001;e;Część 67;POLSKA AKADEMIA NAUK;1325
0039;;a;Dysponent;Polski Komitet Normalizacyjny;33524
0039-0001;0039;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;25588
0039-0001-0001;0039-0001;c;Zadanie 6.7;Organizacja i promocja działalności normalizacyjnej;25588
0039-0001-0001-0001;0039-0001-0001;d;Podzadanie 6.7.1;Organizowanie działalności normalizacyjnej łącznie z realizacją zadań wynikających z członkostwa w Unii Europejskiej;12866
0039-0001-0001-0001-0001;0039-0001-0001-0001;e;Część 65;POLSKI KOMITET NORMALIZACYJNY;12866
0039-0001-0001-0002;0039-0001-0001;d;Podzadanie 6.7.2;Propagowanie informacji normalizacyjnej;12722
0039-0001-0001-0002-0001;0039-0001-0001-0002;e;Część 65;POLSKI KOMITET NORMALIZACYJNY;12722
0039-0002;0039;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;7936
0039-0002-0001;0039-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;443
0039-0002-0001-0002;0039-0002-0001;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;443
0039-0002-0002;0039-0002;c;Zadanie 22.2;Obsługa administracyjna;3233
0039-0002-0002-0003;0039-0002-0002;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;3233
0039-0002-0003;0039-0002;c;Zadanie 22.3;Obsługa techniczna;4260
0039-0002-0003-0004;0039-0002-0003;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;4260
0040;;a;Dysponent;Prokuratoria Generalna Skarbu Państwa;40604
0040-0001;0040;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;40604
0040-0001-0001;0040-0001;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;40604
0040-0001-0001-0001;0040-0001-0001;d;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;40604
0040-0001-0001-0001-0001;0040-0001-0001-0001;e;Część 74;PROKURATORIA  GENERALNA SKARBU PAŃSTWA;40604
0041;;a;Dysponent;Prokuratura Generalna;1724049
0041-0001;0041;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;1546259
0041-0001-0001;0041-0001;c;Zadanie 2.3;Strzeżenie praworządności i czuwanie nad ściganiem przestępstw przez prokuraturę;1546259
0041-0001-0001-0001;0041-0001-0001;d;Podzadanie 2.3.1;Przygotowanie postępowania przygotowawczego i procesowego;1429207
0041-0001-0001-0001-0001;0041-0001-0001-0001;e;Część 88;Powszechne jednostki organizacyjne prokuratury;1429207
0041-0001-0001-0002;0041-0001-0001;d;Podzadanie 2.3.2;Zwalczanie przestępczości zorganizowanej;39380
0041-0001-0001-0002-0001;0041-0001-0001-0002;e;Część 88;Powszechne jednostki organizacyjne prokuratury;39380
0041-0001-0001-0003;0041-0001-0001;d;Podzadanie 2.3.3;Realizacja zadań Prokuratora Generalnego w postępowaniach przed SN, TK, NSA oraz innych przewidzianych w ustawach;77672
0041-0001-0001-0003-0001;0041-0001-0001-0003;e;Część 88;Powszechne jednostki organizacyjne prokuratury;77672
0041-0002;0041;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;177790
0041-0002-0001;0041-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;177790
0041-0002-0001-0001;0041-0002-0001;d;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;177790
0041-0002-0001-0001-0001;0041-0002-0001-0001;e;Część 88;Powszechne jednostki organizacyjne prokuratury;177790
0042;;a;Dysponent;Rządowe Centrum Legislacji;24744
0042-0001;0042;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;24744
0042-0001-0001;0042-0001;c;Zadanie 1.3;Obsługa merytoryczna i kancelaryjno-biurowa Prezesa Rady Ministrów i Rady Ministrów;24744
0042-0001-0001-0001;0042-0001-0001;d;Podzadanie 1.3.2;Obsługa prawna Rady Ministrów;19812
0042-0001-0001-0001-0001;0042-0001-0001-0001;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;19812
0042-0001-0001-0002;0042-0001-0001;d;Podzadanie 1.3.4;Redagowanie i udostępnianie Dziennika Ustaw Rzeczypospolitej Polskiej oraz Dziennika Urzędowego Rzeczypospolitej Polskiej ``Monitor Polski``;4932
0042-0001-0001-0002-0001;0042-0001-0001-0002;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;4932
0043;;a;Dysponent;Rzecznik Praw Dziecka;8840
0043-0001;0043;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;8840
0043-0001-0001;0043-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;8840
0043-0001-0001-0001;0043-0001-0001;d;Podzadanie 16.6.2;Zapewnienie ochrony i promocji praw dziecka;8840
0043-0001-0001-0001-0001;0043-0001-0001-0001;e;Część 14;RZECZNIK PRAW DZIECKA;8840
0044;;a;Dysponent;Rzecznik Praw Obywatelskich;36477
0044-0001;0044;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;36477
0044-0001-0001;0044-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;36477
0044-0001-0001-0001;0044-0001-0001;d;Podzadanie 16.6.1;Zapewnienie ochrony wolności oraz praw człowieka i obywatela;32003
0044-0001-0001-0001-0001;0044-0001-0001-0001;e;Część 08;RZECZNIK PRAW OBYWATELSKICH;32003
0044-0001-0001-0002;0044-0001-0001;d;Podzadanie 16.6.3;Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy;2734
0044-0001-0001-0002-0001;0044-0001-0001-0002;e;Część 08;RZECZNIK PRAW OBYWATELSKICH;2734
0044-0001-0001-0003;0044-0001-0001;d;Podzadanie 16.6.4;Pełnienie funkcji Krajowego Mechanizmu Prewencji;1740
0044-0001-0001-0003-0001;0044-0001-0001-0003;e;Część 08;RZECZNIK PRAW OBYWATELSKICH;1740
0045;;a;Dysponent;Rzecznik Praw Pacjenta;6591
0045-0001;0045;b;FUNKCJA 20;ZDROWIE;6591
0045-0001-0001;0045-0001;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;6591
0045-0001-0001-0001;0045-0001-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;6591
0045-0001-0001-0001-0001;0045-0001-0001-0001;e;Część 66;RZECZNIK PRAW PACJENTA;6591
0046;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;1215
0046-0001;0046;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1215
0046-0001-0001;0046-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1215
0046-0001-0001-0001;0046-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1130
0046-0001-0001-0001-0001;0046-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1130
0046-0001-0001-0002;0046-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;85
0046-0001-0001-0002-0001;0046-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;85
0047;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;3013
0047-0001;0047;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;3013
0047-0001-0001;0047-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;3013
0047-0001-0001-0001;0047-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2742
0047-0001-0001-0001-0001;0047-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;2742
0047-0001-0001-0002;0047-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;271
0047-0001-0001-0002-0001;0047-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;271
0048;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;1076
0048-0001;0048;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1076
0048-0001-0001;0048-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1076
0048-0001-0001-0001;0048-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1041
0048-0001-0001-0001-0001;0048-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1041
0048-0001-0001-0002;0048-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;35
0048-0001-0001-0002-0001;0048-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;35
0049;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;2067
0049-0001;0049;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2067
0049-0001-0001;0049-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2067
0049-0001-0001-0001;0049-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1653
0049-0001-0001-0001-0001;0049-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1653
0049-0001-0001-0002;0049-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;414
0049-0001-0001-0002-0001;0049-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;414
0050;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;2226
0050-0001;0050;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2226
0050-0001-0001;0050-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2226
0050-0001-0001-0001;0050-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2151
0050-0001-0001-0001-0001;0050-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;2151
0050-0001-0001-0002;0050-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;75
0050-0001-0001-0002-0001;0050-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;75
0051;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;2785
0051-0001;0051;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2785
0051-0001-0001;0051-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2785
0051-0001-0001-0001;0051-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2785
0051-0001-0001-0001-0001;0051-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;2785
0052;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;992
0052-0001;0052;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;992
0052-0001-0001;0052-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;992
0052-0001-0001-0001;0052-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;942
0052-0001-0001-0001-0001;0052-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;942
0052-0001-0001-0002;0052-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;50
0052-0001-0001-0002-0001;0052-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;50
0053;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;1303
0053-0001;0053;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1303
0053-0001-0001;0053-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1303
0053-0001-0001-0001;0053-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1249
0053-0001-0001-0001-0001;0053-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1249
0053-0001-0001-0002;0053-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;54
0053-0001-0001-0002-0001;0053-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;54
0054;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;2041
0054-0001;0054;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2041
0054-0001-0001;0054-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2041
0054-0001-0001-0001;0054-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1994
0054-0001-0001-0001-0001;0054-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1994
0054-0001-0001-0002;0054-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;47
0054-0001-0001-0002-0001;0054-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;47
0055;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;1481
0055-0001;0055;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1481
0055-0001-0001;0055-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1481
0055-0001-0001-0001;0055-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1333
0055-0001-0001-0001-0001;0055-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1333
0055-0001-0001-0002;0055-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;148
0055-0001-0001-0002-0001;0055-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;148
0056;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;3574
0056-0001;0056;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;3574
0056-0001-0001;0056-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;3574
0056-0001-0001-0001;0056-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2548
0056-0001-0001-0001-0001;0056-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;2548
0056-0001-0001-0002;0056-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;1026
0056-0001-0001-0002-0001;0056-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1026
0057;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;1621
0057-0001;0057;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1621
0057-0001-0001;0057-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1621
0057-0001-0001-0001;0057-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1443
0057-0001-0001-0001-0001;0057-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1443
0057-0001-0001-0002;0057-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;178
0057-0001-0001-0002-0001;0057-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;178
0058;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;1420
0058-0001;0058;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1420
0058-0001-0001;0058-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1420
0058-0001-0001-0001;0058-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1335
0058-0001-0001-0001-0001;0058-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1335
0058-0001-0001-0002;0058-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;85
0058-0001-0001-0002-0001;0058-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;85
0059;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;1531
0059-0001;0059;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1531
0059-0001-0001;0059-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1531
0059-0001-0001-0001;0059-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1438
0059-0001-0001-0001-0001;0059-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1438
0059-0001-0001-0002;0059-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;93
0059-0001-0001-0002-0001;0059-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;93
0060;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;6263
0060-0001;0060;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;6263
0060-0001-0001;0060-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;6263
