ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0033-0008-0002-0003-0001;0033-0008-0002-0003;e;Część 46;ZDROWIE;389
0033-0009;0033;b;FUNKCJA 20;ZDROWIE;2454656
0033-0009-0001;0033-0009;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;1467846
0033-0009-0001-0001;0033-0009-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;47188
0033-0009-0001-0001-0001;0033-0009-0001-0001;e;Część 46;ZDROWIE;47188
0033-0009-0001-0002;0033-0009-0001;d;Podzadanie 20.1.2;Realizacja programów polityki zdrowotnej ważnych dla zdrowia społeczeństwa;1014135
0033-0009-0001-0002-0001;0033-0009-0001-0002;e;Część 46;ZDROWIE;1014135
0033-0009-0001-0003;0033-0009-0001;d;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;256354
0033-0009-0001-0003-0001;0033-0009-0001-0003;e;Część 46;ZDROWIE;256354
0033-0009-0001-0004;0033-0009-0001;d;Podzadanie 20.1.4;Świadczenia wysokospecjalistyczne finansowane z budżetu państwa;58893
0033-0009-0001-0004-0001;0033-0009-0001-0004;e;Część 46;ZDROWIE;58893
0033-0009-0001-0005;0033-0009-0001;d;Podzadanie 20.1.5;Zapewnianie funkcjonowania publicznej służby krwi;91276
0033-0009-0001-0005-0001;0033-0009-0001-0005;e;Część 46;ZDROWIE;91276
0033-0009-0002;0033-0009;c;Zadanie 20.2;Ratownictwo medyczne;84404
0033-0009-0002-0001;0033-0009-0002;d;Podzadanie 20.2.1;Zapewnianie prawidłowej działalności lotniczych zespołów ratownictwa medycznego;81783
0033-0009-0002-0001-0001;0033-0009-0002-0001;e;Część 46;ZDROWIE;81783
0033-0009-0002-0002;0033-0009-0002;d;Podzadanie 20.2.2;Zapewnianie prawidłowej działalności szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego;2621
0033-0009-0002-0002-0001;0033-0009-0002-0002;e;Część 46;ZDROWIE;2621
0033-0009-0003;0033-0009;c;Zadanie 20.3;Realizacja polityki lekowej państwa;63645
0033-0009-0003-0001;0033-0009-0003;d;Podzadanie 20.3.1;Zapewnianie możliwości rejestracji produktów leczniczych, wyrobów medycznych i produktów biobójczych;48640
0033-0009-0003-0001-0001;0033-0009-0003-0001;e;Część 46;ZDROWIE;48640
0033-0009-0003-0002;0033-0009-0003;d;Podzadanie 20.3.2;Zapewnianie nadzoru nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi;8056
0033-0009-0003-0002-0001;0033-0009-0003-0002;e;Część 46;ZDROWIE;8056
0033-0009-0003-0003;0033-0009-0003;d;Podzadanie 20.3.3;Zapewnianie dostępu do leków i wyrobów medycznych poprzez umożliwienie refundacji leków i wyrobów medycznych najistotniejszych dla zdrowia społeczeństwa;4600
0033-0009-0003-0003-0001;0033-0009-0003-0003;e;Część 46;ZDROWIE;4600
0033-0009-0003-0004;0033-0009-0003;d;Podzadanie 20.3.4;Dostęp do leków i wyrobów medycznych;2349
0033-0009-0003-0004-0001;0033-0009-0003-0004;e;Część 46;ZDROWIE;2349
0033-0009-0004;0033-0009;c;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;685884
0033-0009-0004-0001;0033-0009-0004;d;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;683991
0033-0009-0004-0001-0001;0033-0009-0004-0001;e;Część 46;ZDROWIE;683991
0033-0009-0004-0002;0033-0009-0004;d;Podzadanie 20.4.2;Wspieranie restrukturyzacji systemu ochrony zdrowia;1893
0033-0009-0004-0002-0001;0033-0009-0004-0002;e;Część 46;ZDROWIE;1893
0033-0009-0005;0033-0009;c;Zadanie 20.5;Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia;152877
0033-0009-0005-0001;0033-0009-0005;d;Podzadanie 20.5.1;Profilaktyka zdrowotna;13919
0033-0009-0005-0001-0001;0033-0009-0005-0001;e;Część 46;ZDROWIE;13919
0033-0009-0005-0002;0033-0009-0005;d;Podzadanie 20.5.2;Działalność kontrolno-inspekcyjna;28131
0033-0009-0005-0002-0001;0033-0009-0005-0002;e;Część 46;ZDROWIE;28131
0033-0009-0005-0003;0033-0009-0005;d;Podzadanie 20.5.3;Nadzór sanitarny;85843
0033-0009-0005-0003-0001;0033-0009-0005-0003;e;Część 46;ZDROWIE;85843
0033-0009-0005-0004;0033-0009-0005;d;Podzadanie 20.5.4;Zapobieganie i zwalczanie chorób zakaźnych;7779
0033-0009-0005-0004-0001;0033-0009-0005-0004;e;Część 46;ZDROWIE;7779
0033-0009-0005-0005;0033-0009-0005;d;Podzadanie 20.5.5;Zakup szczepionek zgodnie z kalendarzem obowiązkowych szczepień ochronnych;1566
0033-0009-0005-0005-0001;0033-0009-0005-0005;e;Część 46;ZDROWIE;1566
0033-0009-0005-0006;0033-0009-0005;d;Podzadanie 20.5.6;Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych;15639
0033-0009-0005-0006-0001;0033-0009-0005-0006;e;Część 46;ZDROWIE;15639
0033-0010;0033;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;44553
0033-0010-0001;0033-0010;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;25969
0033-0010-0001-0002;0033-0010-0001;d;Część 46;ZDROWIE;25969
0033-0010-0002;0033-0010;c;Zadanie 22.2;Obsługa administracyjna;7608
0033-0010-0002-0003;0033-0010-0002;d;Część 46;ZDROWIE;7608
0033-0010-0003;0033-0010;c;Zadanie 22.3;Obsługa techniczna;10976
0033-0010-0003-0004;0033-0010-0003;d;Część 46;ZDROWIE;10976
0034;;a;Dysponent;Naczelny Sąd Administracyjny;387407
0034-0001;0034;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;27431
0034-0001-0001;0034-0001;c;Zadanie 13.3;Ubezpieczenia społeczne;27431
0034-0001-0001-0001;0034-0001-0001;d;Podzadanie 13.3.4;Prewencja i rehabilitacja;27431
0034-0001-0001-0001-0001;0034-0001-0001-0001;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;27431
0034-0002;0034;b;FUNKCJA 18;SPRAWIEDLIWOŚĆ;359976
0034-0002-0001;0034-0002;c;Zadanie 18.2;Sprawowanie wymiaru sprawiedliwości przez sądownictwo administracyjne;359976
0034-0002-0001-0001;0034-0002-0001;d;Podzadanie 18.2.1;Działalność orzecznicza;356165
0034-0002-0001-0001-0001;0034-0002-0001-0001;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;356165
0034-0002-0001-0002;0034-0002-0001;d;Podzadanie 18.2.2;Nadzór administracyjny nad działalnością sądów;228
0034-0002-0001-0002-0001;0034-0002-0001-0002;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;228
0034-0002-0001-0003;0034-0002-0001;d;Podzadanie 18.2.3;Działania na rzecz podnoszenia jakości orzecznictwa;3583
0034-0002-0001-0003-0001;0034-0002-0001-0003;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;3583
0035;;a;Dysponent;Najwyższa Izba Kontroli;261705
0035-0001;0035;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;186079
0035-0001-0001;0035-0001;c;Zadanie 1.7;Ocena działalności organów administracji publicznej, Narodowego Banku Polskiego oraz jednostek organizacyjnych wydatkujących środki publiczne z punktu widzenia ustawowych kryteriów NIK;186079
0035-0001-0001-0001;0035-0001-0001;d;Podzadanie 1.7.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;174603
0035-0001-0001-0001-0001;0035-0001-0001-0001;e;Część 07;NAJWYŻSZA IZBA KONTROLI;174603
0035-0001-0001-0002;0035-0001-0001;d;Podzadanie 1.7.2;Przygotowanie analizy wykonania budżetu państwa i założeń polityki pieniężnej oraz innych opracowań sektorowych;1394
0035-0001-0001-0002-0001;0035-0001-0001-0002;e;Część 07;NAJWYŻSZA IZBA KONTROLI;1394
0035-0001-0001-0003;0035-0001-0001;d;Podzadanie 1.7.3;Wykonywanie nie kontrolnych funkcji naczelnego organu kontroli państwowej;10082
0035-0001-0001-0003-0001;0035-0001-0001-0003;e;Część 07;NAJWYŻSZA IZBA KONTROLI;10082
0035-0002;0035;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;75626
0035-0002-0001;0035-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;6042
0035-0002-0001-0002;0035-0002-0001;d;Część 07;NAJWYŻSZA IZBA KONTROLI;6042
0035-0002-0002;0035-0002;c;Zadanie 22.2;Obsługa administracyjna;16549
0035-0002-0002-0003;0035-0002-0002;d;Część 07;NAJWYŻSZA IZBA KONTROLI;16549
0035-0002-0003;0035-0002;c;Zadanie 22.3;Obsługa techniczna;53035
0035-0002-0003-0004;0035-0002-0003;d;Część 07;NAJWYŻSZA IZBA KONTROLI;53035
0036;;a;Dysponent;Państwowa Agencja Atomistyki;166876
0036-0001;0036;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;161382
0036-0001-0001;0036-0001;c;Zadanie 6.11;Nadzór nad bezpieczeństwem jądrowym i ochroną radiologiczną;161382
0036-0001-0001-0001;0036-0001-0001;d;Podzadanie 6.11.1;Nadzór nad spełnieniem warunków bezpieczeństwa jądrowego i ochrony radiologicznej w działalnościach związanych z pokojowym wykorzystaniem energii atomowej;11297
0036-0001-0001-0001-0001;0036-0001-0001-0001;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;11297
0036-0001-0001-0002;0036-0001-0001;d;Podzadanie 6.11.2;Ocena sytuacji radiacyjnej kraju;1883
0036-0001-0001-0002-0001;0036-0001-0001-0002;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1883
0036-0001-0001-0003;0036-0001-0001;d;Podzadanie 6.11.3;Wypełnianie zobowiązań międzynarodowych Polski;148202
0036-0001-0001-0003-0001;0036-0001-0001-0003;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;148202
0036-0002;0036;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;5
0036-0002-0001;0036-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;5
0036-0002-0001-0001;0036-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;5
0036-0002-0001-0001-0001;0036-0002-0001-0001;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;5
0036-0003;0036;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;76
0036-0003-0001;0036-0003;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;76
0036-0003-0001-0001;0036-0003-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;76
0036-0003-0001-0001-0001;0036-0003-0001-0001;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;76
0036-0004;0036;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;5413
0036-0004-0001;0036-0004;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;1532
0036-0004-0001-0002;0036-0004-0001;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1532
0036-0004-0002;0036-0004;c;Zadanie 22.2;Obsługa administracyjna;1728
0036-0004-0002-0003;0036-0004-0002;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1728
0036-0004-0003;0036-0004;c;Zadanie 22.3;Obsługa techniczna;2153
0036-0004-0003-0004;0036-0004-0003;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;2153
0037;;a;Dysponent;Państwowa Inspekcja Pracy;299230
0037-0001;0037;b;FUNKCJA 14;RYNEK PRACY;196328
0037-0001-0001;0037-0001;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;196328
0037-0001-0001-0001;0037-0001-0001;d;Podzadanie 14.2.2;Nadzór i kontrola;183599
0037-0001-0001-0001-0001;0037-0001-0001-0001;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;183599
0037-0001-0001-0002;0037-0001-0001;d;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;12729
0037-0001-0001-0002-0001;0037-0001-0001-0002;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;12729
0037-0002;0037;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;102902
0037-0002-0001;0037-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;22612
0037-0002-0001-0002;0037-0002-0001;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;22612
0037-0002-0002;0037-0002;c;Zadanie 22.2;Obsługa administracyjna;34663
0037-0002-0002-0003;0037-0002-0002;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;34663
0037-0002-0003;0037-0002;c;Zadanie 22.3;Obsługa techniczna;45627
0037-0002-0003-0004;0037-0002-0003;d;Część 12;PAŃSTWOWA INSPEKCJA PRACY;45627
0038;;a;Dysponent;Polski Komitet Normalizacyjny;33840
0038-0001;0038;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;24236
0038-0001-0001;0038-0001;c;Zadanie 6.7;Organizacja i promocja działalności normalizacyjnej;24236
0038-0001-0001-0001;0038-0001-0001;d;Podzadanie 6.7.1;Organizowanie działalności normalizacyjnej łącznie z realizacją zadań wynikających z członkostwa w Unii Europejskiej;14614
0038-0001-0001-0001-0001;0038-0001-0001-0001;e;Część 65;POLSKI KOMITET NORMALIZACYJNY;14614
0038-0001-0001-0002;0038-0001-0001;d;Podzadanie 6.7.2;Propagowanie informacji normalizacyjnej;9622
0038-0001-0001-0002-0001;0038-0001-0001-0002;e;Część 65;POLSKI KOMITET NORMALIZACYJNY;9622
0038-0002;0038;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;9604
0038-0002-0001;0038-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;493
0038-0002-0001-0002;0038-0002-0001;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;493
0038-0002-0002;0038-0002;c;Zadanie 22.2;Obsługa administracyjna;3430
0038-0002-0002-0003;0038-0002-0002;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;3430
0038-0002-0003;0038-0002;c;Zadanie 22.3;Obsługa techniczna;5681
0038-0002-0003-0004;0038-0002-0003;d;Część 65;POLSKI KOMITET NORMALIZACYJNY;5681
0039;;a;Dysponent;Prokuratoria Generalna Skarbu Państwa;41591
0039-0001;0039;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;41591
0039-0001-0001;0039-0001;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;41591
0039-0001-0001-0001;0039-0001-0001;d;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;41591
0039-0001-0001-0001-0001;0039-0001-0001-0001;e;Część 74;PROKURATORIA  GENERALNA SKARBU PAŃSTWA;41591
0040;;a;Dysponent;Prokuratura Generalna;1734452
0040-0001;0040;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;1025234
0040-0001-0001;0040-0001;c;Zadanie 2.3;Strzeżenie praworządności i czuwanie nad ściganiem przestępstw przez prokuraturę;1025234
0040-0001-0001-0001;0040-0001-0001;d;Podzadanie 2.3.1;Przygotowanie postępowania przygotowawczego i procesowego;967921
0040-0001-0001-0001-0001;0040-0001-0001-0001;e;Część 88;Powszechne jednostki organizacyjne prokuratury;967921
0040-0001-0001-0002;0040-0001-0001;d;Podzadanie 2.3.2;Zwalczanie przestępczości zorganizowanej;29682
0040-0001-0001-0002-0001;0040-0001-0001-0002;e;Część 88;Powszechne jednostki organizacyjne prokuratury;29682
0040-0001-0001-0003;0040-0001-0001;d;Podzadanie 2.3.3;Realizacja zadań Prokuratora Generalnego w postępowaniach przed SN, TK, NSA oraz innych przewidzianych w ustawach;27631
0040-0001-0001-0003-0001;0040-0001-0001-0003;e;Część 88;Powszechne jednostki organizacyjne prokuratury;27631
0040-0002;0040;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;181500
0040-0002-0001;0040-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;181500
0040-0002-0001-0001;0040-0002-0001;d;Podzadanie 13.3.4;Prewencja i rehabilitacja;181500
0040-0002-0001-0001-0001;0040-0002-0001-0001;e;Część 88;Powszechne jednostki organizacyjne prokuratury;181500
0040-0003;0040;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;527718
0040-0003-0001;0040-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;19003
0040-0003-0001-0002;0040-0003-0001;d;Część 88;Powszechne jednostki organizacyjne prokuratury;19003
0040-0003-0002;0040-0003;c;Zadanie 22.2;Obsługa administracyjna;306530
0040-0003-0002-0003;0040-0003-0002;d;Część 88;Powszechne jednostki organizacyjne prokuratury;306530
0040-0003-0003;0040-0003;c;Zadanie 22.3;Obsługa techniczna;202185
0040-0003-0003-0004;0040-0003-0003;d;Część 88;Powszechne jednostki organizacyjne prokuratury;202185
0041;;a;Dysponent;Rządowe Centrum Legislacji;24918
0041-0001;0041;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;24918
0041-0001-0001;0041-0001;c;Zadanie 1.3;Obsługa merytoryczna i kancelaryjno-biurowa Prezesa Rady Ministrów i Rady Ministrów;24918
0041-0001-0001-0001;0041-0001-0001;d;Podzadanie 1.3.2;Obsługa prawna Rady Ministrów;20411
0041-0001-0001-0001-0001;0041-0001-0001-0001;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;20411
0041-0001-0001-0002;0041-0001-0001;d;Podzadanie 1.3.4;Redagowanie i udostępnianie Dziennika Ustaw Rzeczypospolitej Polskiej oraz Dziennika Urzędowego Rzeczypospolitej Polskiej ``Monitor Polski``;4507
0041-0001-0001-0002-0001;0041-0001-0001-0002;e;Część 75;RZĄDOWE CENTRUM LEGISLACJI;4507
0042;;a;Dysponent;Rzecznik Praw Dziecka;9856
0042-0001;0042;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;9856
0042-0001-0001;0042-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;9856
0042-0001-0001-0001;0042-0001-0001;d;Podzadanie 16.6.2;Zapewnienie ochrony i promocji praw dziecka;9856
0042-0001-0001-0001-0001;0042-0001-0001-0001;e;Część 14;RZECZNIK PRAW DZIECKA;9856
0043;;a;Dysponent;Rzecznik Praw Obywatelskich;40044
0043-0001;0043;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;40044
0043-0001-0001;0043-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;40044
0043-0001-0001-0001;0043-0001-0001;d;Podzadanie 16.6.1;Zapewnienie ochrony wolności oraz praw człowieka i obywatela;40044
0043-0001-0001-0001-0001;0043-0001-0001-0001;e;Część 08;RZECZNIK PRAW OBYWATELSKICH;40044
0044;;a;Dysponent;Rzecznik Praw Pacjenta;6705
0044-0001;0044;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;6705
0044-0001-0001;0044-0001;c;Zadanie 16.6;Ochrona Praw Obywatelskich i Praw Dziecka;6705
0044-0001-0001-0001;0044-0001-0001;d;Podzadanie 16.6.3;Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy;6705
0044-0001-0001-0001-0001;0044-0001-0001-0001;e;Część 66;RZECZNIK PRAW PACJENTA;6705
0045;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;1251
0045-0001;0045;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1251
0045-0001-0001;0045-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1251
0045-0001-0001-0001;0045-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1225
0045-0001-0001-0001-0001;0045-0001-0001-0001;e;Część 86/91;Samorządowe kolegia odwoławcze ogółem;1225
0045-0001-0001-0002;0045-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;26
0045-0001-0001-0002-0001;0045-0001-0001-0002;e;Część 86/91;Samorządowe kolegia odwoławcze ogółem;26
0046;;a;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;3020
0046-0001;0046;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;3020
0046-0001-0001;0046-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;3020
0046-0001-0001-0001;0046-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2115
0046-0001-0001-0001-0001;0046-0001-0001-0001;e;Część 86/93;Samorządowe kolegia odwoławcze ogółem;2115
0046-0001-0001-0002;0046-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;905
0046-0001-0001-0002-0001;0046-0001-0001-0002;e;Część 86/93;Samorządowe kolegia odwoławcze ogółem;905
0047;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;1079
0047-0001;0047;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1079
0047-0001-0001;0047-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1079
0047-0001-0001-0001;0047-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1049
0047-0001-0001-0001-0001;0047-0001-0001-0001;e;Część 86/03;Samorządowe kolegia odwoławcze ogółem;1049
0047-0001-0001-0002;0047-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;30
0047-0001-0001-0002-0001;0047-0001-0001-0002;e;Część 86/03;Samorządowe kolegia odwoławcze ogółem;30
0048;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;2073
0048-0001;0048;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2073
0048-0001-0001;0048-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2073
0048-0001-0001-0001;0048-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1845
0048-0001-0001-0001-0001;0048-0001-0001-0001;e;Część 86/05;Samorządowe kolegia odwoławcze ogółem;1845
0048-0001-0001-0002;0048-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;228
0048-0001-0001-0002-0001;0048-0001-0001-0002;e;Część 86/05;Samorządowe kolegia odwoławcze ogółem;228
0049;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;2213
0049-0001;0049;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2213
0049-0001-0001;0049-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2213
0049-0001-0001-0001;0049-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2170
