"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"15-4-1-2";"015-004-001-002";"15-4-1";"015-004-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;109215;109215;0;100;0
"15-4-1-2-1";"015-004-001-002-001";"15-4-1-2";"015-004-001-002";1;"f";"e";"Cel";"Umocnienie pozytywnego wizerunku Polski za granicą";"45";;;;;;;
"15-4-1-2-1-1";"015-004-001-002-001-001";"15-4-1-2-1";"015-004-001-002-001";1;"t";"f";"Miernik";"Stopień realizacji przedsięwzięć promocyjnych (w %)";"45";"96%";"100 %";;;;;
"15-4-2";"015-004-002";"15-4";"015-004";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;197711;197711;0;100;0
"15-4-2";"015-004-002";"15-4";"015-004";1;"f";"c";"Podzadanie 15.4.2";"Udział we współpracy rozwojowej i międzynarodowej pomocy humanitarnej";;;;5154;5154;0;100;0
"15-4-2-1";"015-004-002-001";"15-4-2";"015-004-002";0;"f";"d";"Cel";"Promocja właściwego wizerunku RP na forum międzynarodowym";"45";;;;;;;
"15-4-2-1";"015-004-002-001";"15-4-2";"015-004-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;5154;5154;0;100;0
"15-4-2-1-1";"015-004-002-001-001";"15-4-2-1";"015-004-002-001";0;"t";"e";"Miernik";"Stopień realizacji przedsięwzięć promocyjnych (w%)";"45";"97 %";"98 %";;;;;
"15-4-2-1-1";"015-004-002-001-001";"15-4-2-1";"015-004-002-001";1;"f";"e";"Cel";"Promocja wizerunku Polski jako kraju angaŜującego się w udzielanie pomocy rozwojowej i humanitarnej";"45";;;;;;;
"15-4-2-1-1-1";"015-004-002-001-001-001";"15-4-2-1-1";"015-004-002-001-001";1;"t";"f";"Miernik";"Zgodność wykorzystania rezerwy z zaplanowanym podziałem środków (w %)";"45";"78 %";"85 %";;;;;
"15-4-2-1-2";"015-004-002-001-002";"15-4-2-1";"015-004-002-001";0;"t";"e";"Miernik";"Liczba czynności konsularnych dotyczących cudzoziemców";"45";"940 357";"970 000";;;;;
"15-4-3";"015-004-003";"15-4";"015-004";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;23;23;0;100;0
"15-4-3";"015-004-003";"15-4";"015-004";1;"f";"c";"Podzadanie 15.4.3";"Wpieranie rozwoju demokracji, praw człowieka i rządów prawa";;;;1432;1432;0;100;0
"15-4-3-1";"015-004-003-001";"15-4-3";"015-004-003";0;"f";"d";"Cel";"-";"85";;;;;;;
"15-4-3-1";"015-004-003-001";"15-4-3";"015-004-003";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;1432;1432;0;100;0
"15-4-3-1-1";"015-004-003-001-001";"15-4-3-1";"015-004-003-001";0;"t";"e";"Miernik";"-";"85";"-";"-";;;;;
"15-4-3-1-1";"015-004-003-001-001";"15-4-3-1";"015-004-003-001";1;"f";"e";"Cel";"Umacnianie demokracji, przestrzegania praw człowieka i rządów prawa w świecie";"45";;;;;;;
"15-4-3-1-1-1";"015-004-003-001-001-001";"15-4-3-1-1";"015-004-003-001-001";1;"t";"f";"Miernik";"Liczba deklaracji UE w sprawie poszanowania demokracji i obrony praw człowieka, których Polska była stroną";"45";"273";"300";;;;;
"15-4-4";"015-004-004";"15-4";"015-004";1;"f";"c";"Podzadanie 15.4.4";"Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych";;;;81910;81910;0;100;0
"15-4-4-1";"015-004-004-001";"15-4-4";"015-004-004";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;81910;81910;0;100;0
"15-4-4-1-1";"015-004-004-001-001";"15-4-4-1";"015-004-004-001";1;"f";"e";"Cel";"Tworzenie obrazu Polski jako kraju przyjaznego dla cudzoziemców i zagranicznych osób prawnych";"45";;;;;;;
"15-4-4-1-1-1";"015-004-004-001-001-001";"15-4-4-1-1";"015-004-004-001-001";1;"t";"f";"Miernik";"Liczba interesantów";"45";"940 357";"970 000";;;;;
"15-4-4-2";"015-004-004-002";"15-4-4";"015-004-004";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;23;23;0;100;0
"15-4-4-2-1";"015-004-004-002-001";"15-4-4-2";"015-004-004-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"15-4-4-2-1-1";"015-004-004-002-001-001";"15-4-4-2-1";"015-004-004-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"15-5";"015-005";"15";"015";;"f";"b";"Zadanie 15.5";"Kształtowanie i koordynacja polityki zagranicznej";;;;1581;1581;0;100;0
"15-5-1";"015-005-001";"15-5";"015-005";0;"f";"c";"Dysponent";"Kancelaria Sejmu";"2";;;1581;1581;0;100;0
"15-5-1";"015-005-001";"15-5";"015-005";1;"f";"c";"Podzadanie 15.5.1";"Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych";;;;644;644;0;100;0
"15-5-1-1";"015-005-001-001";"15-5-1";"015-005-001";0;"f";"d";"Cel";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym.";"2";;;;;;;
"15-5-1-1";"015-005-001-001";"15-5-1";"015-005-001";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;644;644;0;100;0
"15-5-1-1-1";"015-005-001-001-001";"15-5-1-1";"015-005-001-001";0;"t";"e";"Miernik";"Odsetek realizacji planu spotkań związanych z Prezydencją";"2";"0";"100 %";;;;;
"15-5-1-1-1";"015-005-001-001-001";"15-5-1-1";"015-005-001-001";1;"f";"e";"Cel";"-";"31";;;;;;;
"15-5-1-1-1-1";"015-005-001-001-001-001";"15-5-1-1-1";"015-005-001-001-001";1;"t";"f";"Miernik";"-";"31";"-";"-";;;;;
"15-5-1-2";"015-005-001-002";"15-5-1";"015-005-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;1975;1975;0;100;0
"15-5-1-2-1";"015-005-001-002-001";"15-5-1-2";"015-005-001-002";1;"f";"e";"Cel";"X";"42";;;;;;;
"15-5-1-2-1-1";"015-005-001-002-001-001";"15-5-1-2-1";"015-005-001-002-001";1;"t";"f";"Miernik";"X";"42";"x";"x";;;;;
"15-5-1-3";"015-005-001-003";"15-5-1";"015-005-001";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;540;540;0;100;0
"15-5-1-3-1";"015-005-001-003-001";"15-5-1-3";"015-005-001-003";1;"f";"e";"Cel";"-";"44";;;;;;;
"15-5-1-3-1-1";"015-005-001-003-001-001";"15-5-1-3-1";"015-005-001-003-001";1;"t";"f";"Miernik";"-";"44";"-";"-";;;;;
"15-5-1-4";"015-005-001-004";"15-5-1";"015-005-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;4999;4999;0;100;0
"15-5-1-4-1";"015-005-001-004-001";"15-5-1-4";"015-005-001-004";1;"f";"e";"Cel";"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw zagranicznych";"45";;;;;;;
"15-5-1-4-1-1";"015-005-001-004-001-001";"15-5-1-4-1";"015-005-001-004-001";1;"t";"f";"Miernik";"Stopień realizacji załoŜeń polskiej polityki zagranicznej - ocena opisowa";"45";"dobra";"dobra";;;;;
"15-5-1-5";"015-005-001-005";"15-5-1";"015-005-001";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"63";;;27;27;0;100;0
"15-5-1-5-1";"015-005-001-005-001";"15-5-1-5";"015-005-001-005";1;"f";"e";"Cel";"-";"63";;;;;;;
"15-5-1-5-1-1";"015-005-001-005-001-001";"15-5-1-5-1";"015-005-001-005-001";1;"t";"f";"Miernik";"-";"63";"-";"-";;;;;
"15-5-2";"015-005-002";"15-5";"015-005";0;"f";"c";"Dysponent";"Kancelaria Senatu";"3";;;1053;1053;0;100;0
"15-5-2";"015-005-002";"15-5";"015-005";1;"f";"c";"Podzadanie 15.5.2";"Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE";;;;7795;7795;0;100;0
"15-5-2-1";"015-005-002-001";"15-5-2";"015-005-002";0;"f";"d";"Cel";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"3";;;;;;;
"15-5-2-1";"015-005-002-001";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;7795;7795;0;100;0
"15-5-2-1-1";"015-005-002-001-001";"15-5-2-1";"015-005-002-001";0;"t";"e";"Miernik";"Odsetek zrealizowanych celów operacyjnych";"3";"75,3%";"100 %";;;;;
"15-5-2-1-1";"015-005-002-001-001";"15-5-2-1";"015-005-002-001";1;"f";"e";"Cel";"Zapewnienie moŜliwości czynnego członkostwa MEN w organizacjach międzynarodowych oraz warunków do właściwej realizacji programów UE w Polsce";"30";;;;;;;
"15-5-2-1-1-1";"015-005-002-001-001-001";"15-5-2-1-1";"015-005-002-001-001";1;"t";"f";"Miernik";"Stopień wywiązywania się przez MEN z zobowiązań wobec instytucji UE (%)";"30";"100%";"100%";;;;;
"15-5-2-2";"015-005-002-002";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;1298;1298;0;100;0
"15-5-2-2-1";"015-005-002-002-001";"15-5-2-2";"015-005-002-002";1;"f";"e";"Cel";"-";"31";;;;;;;
"15-5-2-2-1-1";"015-005-002-002-001-001";"15-5-2-2-1";"015-005-002-002-001";1;"t";"f";"Miernik";"-";"31";"-";"-";;;;;
"15-5-2-3";"015-005-002-003";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";;;1408;1408;0;100;0
"15-5-2-3-1";"015-005-002-003-001";"15-5-2-3";"015-005-002-003";1;"f";"e";"Cel";"X";"42";;;;;;;
"15-5-2-3-1-1";"015-005-002-003-001-001";"15-5-2-3-1";"015-005-002-003-001";1;"t";"f";"Miernik";"X";"42";"x";"x";;;;;
"15-5-2-4";"015-005-002-004";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;944;944;0;100;0
"15-5-2-4-1";"015-005-002-004-001";"15-5-2-4";"015-005-002-004";1;"f";"e";"Cel";"-";"44";;;;;;;
"15-5-2-4-1-1";"015-005-002-004-001-001";"15-5-2-4-1";"015-005-002-004-001";1;"t";"f";"Miernik";"-";"44";"-";"-";;;;;
"15-5-2-5";"015-005-002-005";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;47475;47475;0;100;0
"15-5-2-5-1";"015-005-002-005-001";"15-5-2-5";"015-005-002-005";1;"f";"e";"Cel";"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE";"45";;;;;;;
"15-5-2-5-1-1";"015-005-002-005-001-001";"15-5-2-5-1";"015-005-002-005-001";1;"t";"f";"Miernik";"Stopień zrealizowanych zadań przez członków KSE (w %)";"45";"70 %";"90 %";;;;;
"15-5-2-6";"015-005-002-006";"15-5-2";"015-005-002";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"63";;;62;62;0;100;0
"15-5-2-6-1";"015-005-002-006-001";"15-5-2-6";"015-005-002-006";1;"f";"e";"Cel";"-";"63";;;;;;;
"15-5-2-6-1-1";"015-005-002-006-001-001";"15-5-2-6-1";"015-005-002-006-001";1;"t";"f";"Miernik";"-";"63";"-";"-";;;;;
"15-5-3";"015-005-003";"15-5";"015-005";0;"f";"c";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";;;0;0;0;100;0
"15-5-3";"015-005-003";"15-5";"015-005";1;"f";"c";"Podzadanie 15.5.3";"Prowadzenie działalności edukacyjnej i informacyjnej";;;;8703;8703;0;100;0
"15-5-3-1";"015-005-003-001";"15-5-3";"015-005-003";0;"f";"d";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związnych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 roku";"16";;;;;;;
"15-5-3-1";"015-005-003-001";"15-5-3";"015-005-003";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;8703;8703;0;100;0
"15-5-3-1-1";"015-005-003-001-001";"15-5-3-1";"015-005-003-001";0;"t";"e";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"16";"4";"2";;;;;
"15-5-3-1-1";"015-005-003-001-001";"15-5-3-1";"015-005-003-001";1;"f";"e";"Cel";"Rozpowszechnianie wiedzy o polskiej polityce zagranicznej i dyplomacji";"45";;;;;;;
"15-5-3-1-1-1";"015-005-003-001-001-001";"15-5-3-1-1";"015-005-003-001-001";1;"t";"f";"Miernik";"Liczba uŜytkowników stron internetowych, poświęconych historii polskiej dyplomacji, w obrębie domeny msz.gov.pl centrali i placówek zagranicznych MSZ";"45";"3 000";"18 000";;;;;
"15-5-3-2";"015-005-003-002";"15-5-3";"015-005-003";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;89;89;0;100;0
"15-5-3-2-1";"015-005-003-002-001";"15-5-3-2";"015-005-003-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"15-5-3-2-1-1";"015-005-003-002-001-001";"15-5-3-2-1";"015-005-003-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"15-5-4";"015-005-004";"15-5";"015-005";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"18";;;0;0;0;100;0
"15-5-4";"015-005-004";"15-5";"015-005";1;"f";"c";"Podzadanie 15.5.4";"Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej";;;;1581;1581;0;100;0
"15-5-4-1";"015-005-004-001";"15-5-4";"015-005-004";0;"f";"d";"Cel";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"18";;;;;;;
"15-5-4-1";"015-005-004-001";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Kancelaria Sejmu";"2";;;1581;1581;0;100;0
"15-5-4-1-1";"015-005-004-001-001";"15-5-4-1";"015-005-004-001";0;"t";"e";"Miernik";"Liczba kwartalnych sprawozdań przedłoŜonych Pełnomocnikowi Rządu ds. Przygotowania Organów Administracji Rządowej do sprawowania przez Rzeczpospolita Polską Przewodnictwa w Radzie UE (w szt.)";"18";"4";"0";;;;;
"15-5-4-1-1";"015-005-004-001-001";"15-5-4-1";"015-005-004-001";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w wymiarze parlamentarnym.";"2";;;;;;;
"15-5-4-1-1-1";"015-005-004-001-001-001";"15-5-4-1-1";"015-005-004-001-001";1;"t";"f";"Miernik";"Odsetek realizacji planu spotkań związanych z Prezydencją.";"2";"0";"100 %";;;;;
"15-5-4-2";"015-005-004-002";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Kancelaria Senatu";"3";;;1053;1053;0;100;0
"15-5-4-2-1";"015-005-004-002-001";"15-5-4-2";"015-005-004-002";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związanych z polskim Przewodnictwem w Radzie UE";"3";;;;;;;
"15-5-4-2-1-1";"015-005-004-002-001-001";"15-5-4-2-1";"015-005-004-002-001";1;"t";"f";"Miernik";"Odsetek zrealizowanych celów operacyjnych";"3";"75,3%";"100 %";;;;;
"15-5-4-3";"015-005-004-003";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";;;0;0;0;100;0
"15-5-4-3-1";"015-005-004-003-001";"15-5-4-3";"015-005-004-003";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związnych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 roku";"16";;;;;;;
"15-5-4-3-1-1";"015-005-004-003-001-001";"15-5-4-3-1";"015-005-004-003-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"16";"4";"2";;;;;
"15-5-4-4";"015-005-004-004";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"18";;;0;0;0;100;0
"15-5-4-4-1";"015-005-004-004-001";"15-5-4-4";"015-005-004-004";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"18";;;;;;;
"15-5-4-4-1-1";"015-005-004-004-001-001";"15-5-4-4-1";"015-005-004-004-001";1;"t";"f";"Miernik";"Liczba kwartalnych sprawozdań przedłozonych Pełnomocnikowi Rządu ds. Przygotowania Organów Administracji Rządowej do sprawowania przez Rzeczpospolita Polską Przewodnictwa w Radzie UE (w szt.)";"18";"4";"0";;;;;
"15-5-4-5";"015-005-004-005";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Finansów";"19";;;0;0;0;100;0
"15-5-4-5-1";"015-005-004-005-001";"15-5-4-5";"015-005-004-005";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"19";;;;;;;
"15-5-4-5-1-1";"015-005-004-005-001-001";"15-5-4-5-1";"015-005-004-005-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"19";"3";"4";;;;;
"15-5-4-6";"015-005-004-006";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Gospodarki";"20";;;0;0;0;100;0
"15-5-4-6-1";"015-005-004-006-001";"15-5-4-6";"015-005-004-006";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie UE w ii połowie 2011 poprzez umoŜliwienie finansowania podejmowanych działań";"20";;;;;;;
"15-5-4-6-1-1";"015-005-004-006-001-001";"15-5-4-6-1";"015-005-004-006-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"20";"0";"4";;;;;
"15-5-4-7";"015-005-004-007";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"21";;;108;108;0;100;0
"15-5-4-7-1";"015-005-004-007-001";"15-5-4-7";"015-005-004-007";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 r.";"21";;;;;;;
"15-5-4-7-1-1";"015-005-004-007-001-001";"15-5-4-7-1";"015-005-004-007-001";1;"t";"f";"Miernik";"Udział pracowników Korpusu Prezydencji do ogółu zatrudnionych";"21";"2,5 %";"0,6 %";;;;;
"15-5-4-8";"015-005-004-008";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"22";;;0;0;0;100;0
"15-5-4-8-1";"015-005-004-008-001";"15-5-4-8";"015-005-004-008";1;"f";"e";"Cel";"Zapewnienie najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"22";;;;;;;
"15-5-4-8-1-1";"015-005-004-008-001-001";"15-5-4-8-1";"015-005-004-008-001";1;"t";"f";"Miernik";"Liczba kwatralnych sprawozdań przedłoŜonych pełnomocnikowi";"22";"4";"0";;;;;
"15-5-4-9";"015-005-004-009";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";;;0;0;0;100;0
"15-5-4-9-1";"015-005-004-009-001";"15-5-4-9";"015-005-004-009";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie 2011 roku przez umozliwienie finansowania podejmowanych działań";"24";;;;;;;
"15-5-4-9-1-1";"015-005-004-009-001-001";"15-5-4-9-1";"015-005-004-009-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"24";"4";"1";;;;;
"15-5-4-10";"015-005-004-010";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";;;0;0;0;100;0
"15-5-4-10-1";"015-005-004-010-001";"15-5-4-10";"015-005-004-010";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem  polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"25";;;;;;;
"15-5-4-10-1-1";"015-005-004-010-001-001";"15-5-4-10-1";"015-005-004-010-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi";"25";"0";"None";;;;;
"15-5-4-11";"015-005-004-011";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"26";;;436;436;0;100;0
"15-5-4-11-1";"015-005-004-011-001";"15-5-4-11";"015-005-004-011";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"26";;;;;;;
"15-5-4-11-1-1";"015-005-004-011-001-001";"15-5-4-11-1";"015-005-004-011-001";1;"t";"f";"Miernik";"Udział pracowników Korpusu Prezydencji do ogółu zatrudnionych (w %)";"26";"250";"60";;;;;
"15-5-4-12";"015-005-004-012";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"27";;;0;0;0;100;0
"15-5-4-12-1";"015-005-004-012-001";"15-5-4-12";"015-005-004-012";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji  działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie Unii UE w II połowie 2011 r ”";"27";;;;;;;
"15-5-4-12-1-1";"015-005-004-012-001-001";"15-5-4-12-1";"015-005-004-012-001";1;"t";"f";"Miernik";"Procent dostępności portalu (%)";"27";"0";"100";;;;;
"15-5-4-13";"015-005-004-013";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"28";;;339;339;0;100;0
"15-5-4-13-1";"015-005-004-013-001";"15-5-4-13";"015-005-004-013";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie 2011 r. poprzez umoŜliwienie finansowania podejmowanych działań";"28";;;;;;;
"15-5-4-13-1-1";"015-005-004-013-001-001";"15-5-4-13-1";"015-005-004-013-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"28";"4";"2";;;;;
"15-5-4-14";"015-005-004-014";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Obrony Narodowej";"29";;;0;0;0;100;0
"15-5-4-14-1";"015-005-004-014-001";"15-5-4-14";"015-005-004-014";1;"f";"e";"Cel";"Zapewnienie sprawnej  i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie  UE w II połowie w 2011 r.";"29";;;;;;;
"15-5-4-14-1-1";"015-005-004-014-001-001";"15-5-4-14-1";"015-005-004-014-001";1;"t";"f";"Miernik";"Opis stanu realizacji przedsięwzięć (miernik opisowy)";"29";"-";"-";;;;;
"15-5-4-15";"015-005-004-015";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;0;0;0;100;0
"15-5-4-15-1";"015-005-004-015-001";"15-5-4-15";"015-005-004-015";1;"f";"e";"Cel";;"30";;;;;;;
"15-5-4-15-1-1";"015-005-004-015-001-001";"15-5-4-15-1";"015-005-004-015-001";1;"t";"f";"Miernik";;"30";"None";"None";;;;;
"15-5-4-16";"015-005-004-016";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;0;0;0;100;0
"15-5-4-16-1";"015-005-004-016-001";"15-5-4-16";"015-005-004-016";1;"f";"e";"Cel";"-";"31";;;;;;;
"15-5-4-16-1-1";"015-005-004-016-001-001";"15-5-4-16-1";"015-005-004-016-001";1;"t";"f";"Miernik";"-";"31";"-";"-";;;;;
"15-5-4-17";"015-005-004-017";"15-5-4";"015-005-004";1;"f";"d";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";;;0;0;0;100;0
"15-5-4-17-1";"015-005-004-017-001";"15-5-4-17";"015-005-004-017";1;"f";"e";"Cel";"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie 2011r. poprzez umoŜliwienie finansowania podejmowanych działań";"32";;;;;;;
"15-5-4-17-1-1";"015-005-004-017-001-001";"15-5-4-17-1";"015-005-004-017-001";1;"t";"f";"Miernik";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"32";"4";"None";;;;;
