"numer";"Funkcja / zadanie / podzadanie
";"Dysponent
";"Część
";"Cel
";"Miernik
";;;"Przewidywane wydatki w 2012 r. (w tys. zł)
";"nation";"eu"
"15.5";;"Główny Urząd Statystyczny
";58;"Zapewnienie sprawnej i terminowej realizacji zadania związanego z polskim Przewodnictwem w Radzie UE w II połowie 2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;2;15;15;0
"15.5";;"WyŜszy Urząd Górniczy
";60;"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym w tym sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 roku
";"Liczba kwartalnych sprawozdań z realizacji programów wieloletnich w resorcie środowiska
";4;0;0;0;0
"15.5";;"Urząd Patentowy RP
";61;"Zapewnienie jak najlepszej i spójnej realizacji interesów
Polski na forum międzynarodowym
";"Kwartalne sprawozdanie przedkładane
Pełnomocnikowi
";4;2;0;0;0
"15.5";;"Ministerstwo Rolnictwa i
Rozwoju Wsi
";62;"Zapwenienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europoejskiej w II połowie
2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;;0;0;0
"15.5";;"Ministerstwo Pracy i Polityki
Społecznej
";63;"-
";"-
";"-
";"-
";89;89;0
"15.5";;"Państwowa Agencja Atomistyki
";68;"Zapewnienie jak najlepszej i spójnej realizacji interesów
Polski na forum międzynarodowym
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;4;76;76;0
"15.5";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";112;112;0
"15.5.1";"15.5.1. Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych
";"Ministerstwo Pracy i Polityki
Społecznej
";31;"-
";"-
";"-
";"-
";644;644;0
"15.5.1";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"1 975
";"1 975
";0
"15.5.1";;"Ministerstwo Pracy i Polityki
Społecznej
";44;"-
";"-
";"-
";"-
";540;540;0
"15.5.1";;"Ministerstwo Spraw
Zagranicznych
";45;"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw zagranicznych
";"Stopień realizacji załoŜeń polskiej polityki zagranicznej - ocena opisowa
";"dobra
";"dobra
";"4 999
";"4 999
";0
"15.5.1";;"Ministerstwo Pracy i Polityki
Społecznej
";63;"-
";"-
";"-
";"-
";27;27;0
"15.5.2";"15.5.2. Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE
";"Ministerstwo Edukacji
Narodowej
";30;"Zapewnienie moŜliwości czynnego członkostwa MEN w organizacjach międzynarodowych oraz warunków do właściwej realizacji programów UE w Polsce
";"Stopień wywiązywania się przez MEN z zobowiązań
wobec instytucji UE (%)
";"100%
";"100%
";"7 795
";"7 795
";0
"15.5.2";;"Ministerstwo Pracy i Polityki
Społecznej
";31;"-
";"-
";"-
";"-
";"1 298
";"1 298
";0
"15.5.2";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"X
";"X
";"x
";"x
";"1 408
";"1 408
";0
"15.5.2";;"Ministerstwo Pracy i Polityki
Społecznej
";44;"-
";"-
";"-
";"-
";944;944;0
"15.5.2";;"Ministerstwo Spraw
Zagranicznych
";45;"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE
";"Stopień zrealizowanych zadań przez członków KSE (w %)
";"70 %
";"90 %
";"47 475
";"47 475
";0
"15.5.2";;"Ministerstwo Pracy i Polityki
Społecznej
";63;"-
";"-
";"-
";"-
";62;62;0
"15.5.3";"15.5.3. Prowadzenie działalności edukacyjnej i informacyjnej
";"Ministerstwo Spraw
Zagranicznych
";45;"Rozpowszechnianie wiedzy o polskiej polityce zagranicznej i dyplomacji
";"Liczba uŜytkowników stron internetowych, poświęconych historii polskiej dyplomacji, w obrębie domeny msz.gov.pl centrali i placówek zagranicznych MSZ
";"3 000
";"18 000
";"8 703
";"8 703
";0
"15.5.3";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";89;89;0
"15.5.4";"15.5.4. Przygotowanie, sprawowanie i obsługa
Prezydencji RP w Radzie Unii Europejskiej
";"Kancelaria Sejmu
";2;"Zapewnienie sprawnej i terminowej realizacji działań z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w wymiarze parlamentarnym.
";"Odsetek realizacji planu spotkań związanych z
Prezydencją.
";0;"100 %
";"1 581
";"1 581
";0
"15.5.4";;"Kancelaria Senatu
";3;"Zapewnienie sprawnej i terminowej realizacji działań
związanych z polskim Przewodnictwem w Radzie UE
";"Odsetek zrealizowanych celów operacyjnych
";"75,3%
";"100 %
";"1 053
";"1 053
";0
"15.5.4";;"Kancelaria Prezesa Rady
Ministrów
";16;"Zapewnienie sprawnej i terminowej realizacji działań związnych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 roku
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;2;0;0;0
"15.5.4";;"Ministerstwo Infrastruktury
";18;"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Liczba kwartalnych sprawozdań przedłozonych Pełnomocnikowi Rządu ds. Przygotowania Organów Administracji Rządowej do sprawowania przez Rzeczpospolita Polską Przewodnictwa w Radzie UE (w szt.)
";4;0;0;0;0
"15.5.4";;"Ministerstwo Finansów
";19;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";3;4;0;0;0
"15.5.4";;"Ministerstwo Gospodarki
";20;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie UE w ii połowie 2011 poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";0;4;0;0;0
"15.5.4";;"Ministerstwo Infrastruktury
";21;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 r.
";"Udział pracowników Korpusu Prezydencji do ogółu zatrudnionych
";"2,5 %
";"0,6 %
";108;108;0
"15.5.4";;"Ministerstwo Środowiska
";22;"Zapewnienie najlepszej i spójnej realizacji interesów
Polski na forum międzynarodowym
";"Liczba kwatralnych sprawozdań przedłoŜonych pełnomocnikowi
";4;0;0;0;0
"15.5.4";;"Ministerstwo Kultury i
Dziedzictwa Narodowego
";24;"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie
2011 roku przez umozliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;1;0;0;0
"15.5.4";;"Ministerstwo Sportu i Turystyki
";25;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem  polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";0;;0;0;0
"15.5.4";;"Ministerstwo Infrastruktury
";26;"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Udział pracowników Korpusu Prezydencji do ogółu zatrudnionych (w %)
";250;60;436;436;0
"15.5.4";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";27;"Zapewnienie sprawnej i terminowej realizacji  działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie Unii UE w II połowie 2011 r ”
";"Procent dostępności portalu (%)
";0;100;0;0;0
"15.5.4";;"Ministerstwo Nauki i Szkolnictwa
WyŜszego
";28;"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie
2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;2;339;339;0
"15.5.4";;"Ministerstwo Obrony Narodowej
";29;"Zapewnienie sprawnej  i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie  UE w II połowie w 2011 r.
";"Opis stanu realizacji przedsięwzięć (miernik opisowy)
";"-
";"-
";0;0;0
"15.5.4";;"Ministerstwo Edukacji
Narodowej
";30;;;;;0;0;0
"15.5.4";;"Ministerstwo Pracy i Polityki
Społecznej
";31;"-
";"-
";"-
";"-
";0;0;0
"15.5.4";;"Ministerstwo Rolnictwa i
Rozwoju Wsi
";32;"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie
2011r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;;0;0;0
"15.5.4";;"Ministerstwo Rolnictwa i
Rozwoju Wsi
";33;"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie
2011r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;;0;0;0
"15.5.4";;"Ministerstwo Rozwoju
Regionalnego
";34;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"2011:Ilość spotkań krajowych i zagranicznych odbytych w danym roku w ramach przygotowań i sprawowania przewodnictwa Polski w Radzie Unii Europejskiej, koordynowanych na poziomie Ministerstwa Rozwoju Regionalnego 2012:Kwartalne sprawozdanie przedłoŜone Pełnomocnikowi
";12;4;0;0;0
"15.5.4";;"Ministerstwo Rolnictwa i
Rozwoju Wsi
";35;"Zapewnienie sprawnej i terminowej realizacji zadań
związanych
z  przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w II połowie
2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;;0;0;0
"15.5.4";;"Ministerstwo Skarbu Państwa
";36;"Zapewnienie sprawnej i terminowej realizacji działań
związanych z przygotowaniem i sprawowaniem Polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;;0;0;0
"15.5.4";;"Ministerstwo Sprawiedliwości
";37;"-
";"-
";"-
";"-
";0;0;0
"15.5.4";;"Ministerstwo Nauki i Szkolnictwa
WyŜszego
";38;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie zaakceptowane przez
Komitet Stały Rady Ministrów
";4;2;0;0;0
"15.5.4";;"Ministerstwo Infrastruktury
";39;"Zapewninie sprawnej  i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Udział pracowników Korpusu Prezydencji do ogółu zatrudnionych
";"2,50%
";"0,60%
";347;347;0
"15.5.4";;"Ministerstwo Sportu i Turystyki
";40;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";0;;0;0;0
"15.5.4";;"Ministerstwo Środowiska
";41;"Zapewnienie najlepszej i spójnej realizacji interesów
Polski na forum międzynarodwym
";"Liczba kwartalnych sprawozdań przedłoŜonych pełnomocnikowi
";4;0;0;0;0
"15.5.4";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa
";"X
";"x
";"x
";711;711;0
"15.5.4";;"Ministerstwo Pracy i Polityki
Społecznej
";44;"-
";"-
";"-
";"-
";0;0;0
"15.5.4";;"Ministerstwo Spraw
Zagranicznych
";45;"Zapewnienie właściwego przygotowania i przeprowadzenia Prezydencji RP w Radzie UE
";"Kwartalna Informacja o działalności Pełnomocnika Rządu do Spraw Przygotowania Organów Administracji Rządowej i Sprawowania przez RP Przewodnictwa w RUE przyjęta przez KSE
";4;0;"4 186
";"4 186
";0
"15.5.4";;"Ministerstwo Zdrowia
";46;;;;;0;0;0
"15.5.4";;"Urząd Ochrony Konkurencji i
Konsumentów
";53;"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w drugiej połowie 2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;4;0;0;0
"15.5.4";;"Agencja Bezpieczeństwa
Wewnętrznego
";57;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 roku
";"Kwartalne sprawozdanie przedłoŜone pełnomocnikowi
";4;0;0;0;0
"15.5.4";;"Główny Urząd Statystyczny
";58;"Zapewnienie sprawnej i terminowej realizacji zadania związanego z polskim Przewodnictwem w Radzie UE w II połowie 2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;2;15;15;0
"15.5.4";;"WyŜszy Urząd Górniczy
";60;"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym w tym sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 roku
";"Liczba kwartalnych sprawozdań z programów wieloletnich w resorcie środowiska
";4;0;0;0;0
"15.5.4";;"Urząd Patentowy RP
";61;"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedkładane
Pełnomocnikowi
";4;2;0;0;0
"15.5.4";;"Ministerstwo Rolnictwa i
Rozwoju Wsi
";62;"Zapwenienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europoejskiej w II połowie
2011 r. poprzez umoŜliwienie finansowania podejmowanych działań
";"Kwartalne sprawozdanie zaakcetpowane przez
Komitet Stały Rady Ministrów
";4;;0;0;0
"15.5.4";;"Ministerstwo Pracy i Polityki
Społecznej
";63;"-
";"-
";"-
";"-
";0;0;0
"15.5.4";;"Państwowa Agencja Atomistyki
";68;"Zapewnienie sprawnej i terminowej realizacji działań zwiazanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.
";"Kwartalne sprawozdanie przedłoŜone
Pełnomocnikowi
";4;4;76;76;0
"15.5.4";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";23;23;0
"16";"FUNKCJA 16. SPRAWY OBYWATELSKIE
";;;;;;;"1  914 768
";"1  385 543
";"529 225
"
"16.1";"16.1. Obsługa administracyjna obywatela
";"Kancelaria Prezesa Rady
Ministrów
";16;"Poprawa efektywności działania systemu przyjmowania oraz rozpatrywania skarg i wniosków
";"Odsetek skarg i wniosków nadesłanych do PRM i KPRM rozpatrzonych przed terminem wynikającym z KPA
";"96,6%
";">=75%
";"3 581
";"3 581
";0
"16.1";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";17;"Poprawa obsługi administracyjnej obywatela
";"Liczba urzędów administracji publicznej objętych wsparciem w zakresie poprawy standardów zarządzania w relacji do liczby wszystkich urzędów wymagających wsparcia
";"160/1726
";"380/1726
";"108 534
";"22 985
";"85 549
"
"16.1";;"Ministerstwo Rozwoju
Regionalnego
";34;"Poprawa obsługi administracyjnej obywatela
";"Odsetek instytucji administracji rządowej i samorządowej, które zostały objęte wsparciem w zakresie planowania strategicznego
";"0%
";"98%
";"4 645
";676;"3 969
"
"16.1";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Poprawa obsługi administracyjnej obywatela
";"Odsetek skarg niezasadnych w relacji do ogólnej liczby skarg wniesionych
";"93 %
";"93 %
";"241 586
";"241 586
";0
"16.1";;;42;;"Liczba dokumentów spersonalizowanych/wydanych ogółem
";3445435;5872000;;;
"16.1";;"Wojewodowie
";85;"Realizacja potrzeb mieszkańców województwa w zakresie spraw obywatelskich
";"Stosunek liczby skarg do liczby mieszkańców korzystających z usług w zakresie spraw obywatelskich
";"-
";17;"350 665
";"350 665
";0
"16.1.1";"16.1.1. Ewidencja ludności
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zapewnienie efektywnej obsługi obywatela w zakresie ewidencji ludności
";"Liczba dokumentów toŜsamości spersonalizowanych/wydanych ogółem
";3445435;5872000;"231 404
";"231 404
";0
"16.1.1";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"216 811
";"216 811
";0
"16.1.2";"16.1.2. Prowadzenie spraw związanych z funkcjonowaniem administracji publicznej
";"Kancelaria Prezesa Rady
Ministrów
";16;"Poprawa efektywności działania systemu przyjmowania oraz rozpatrywania skarg i wniosków
";"Odsetek skarg i wniosków nadesłanych do PRM i KPRM rozpatrzonych przed terminem wynikającym z KPA
";"96,6%
";">=75%
";"3 581
";"3 581
";0
"16.1.2";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";17;"Wzrost efektywności pracy lokalnej i regionalnej administracji publicznej
";"Liczba pracowników administracji samorządowej, którzy wzięli udział w szkoleniach z zakresu wzmacniania zdolności regulacyjnych
";400;"2 tysiące
";"108 534
";"22 985
";"85 549
"
"16.1.2";;"Ministerstwo Rozwoju
Regionalnego
";34;"Wzrost efektywności pracy administracji publicznej
";"Odsetek instytucji administracji rządowej i samorządowej, które zostały objęte wsparciem w zakresie planowania strategicznego
";"0%
";"98%
";"4 645
";676;"3 969
"
"16.1.2";;"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zmniejszenie liczby skarg ponowionych na funkcjonowanie urzędu
";"Liczba skarg ponowionych w relacji do ogólnej liczby skarg
";"7/46
";"zmniejszenie o nie mniej niŜ 3 %
";"1 561
";"1 561
";0
"16.1.2";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"128 555
";"128 555
";0
"16.1.3";"16.1.3. Prowadzenie spraw dotyczących obywatelstwa polskiego i repatriacji
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Zapewnienie zgodnej z prawem realizacji wniosków dotyczących obywatelstwa polskiego i repatriacji
";"Liczba osób które nabyły i którym potwierdzono obywatelstwo polskie
";2.84;"5,3 tys
";"4 147
";"4 147
";0
"16.1.3";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";"4 700
";"4 700
";0
"16.1.4";"16.1.4. Wydawanie zezwoleń, koncesji oraz kontrola i nadzór
";"Ministerstwo Spraw
Wewnętrznych i Administracji
";42;"Usprawnienie działań wynikających z regulacji prawnych
";"Liczba wydanych zezwoleń i koncesji w relacji do złoŜonych wniosków ogółem
";"2.450/2.808
";"2.450/2.800
";"4 474
";"4 474
";0
"16.1.4";;"Wojewodowie
";85;"-
";"-
";"-
";"-
";599;599;0
"16.2";"16.2. Przeciwdziałanie dyskryminacji, podtrzymywanie toŜsamości kulturowej mniejszości narodowych i etnicznych
";"Ministerstwo Edukacji
Narodowej
";30;"Wspomaganie edukacji uczniów mniejszości narodowych i etnicznych w Polsce
";"Liczba uczniów objetych działaniami na rzecz wspomagania oświaty dla mniejszości narodowych i etnicznych do ogólnej liczby uczniów mniejszości w Polsce (%)
";"b.d.
";"10%
";948;948;0
