"numer";"funkcja_zadanie";"podzadanie";"dysponent";"czesc";"cel";"miernik_nazwa";"miernik_wartosc_bazowa";"miernik_wartosc_rok_obec";"ogolem";"budzet_panstwa";"budzet_srodkow_europejskich"
"15.4.3";;"15.4.3. Wspieranie rozwoju demokracji, praw człowieka i rządów prawa";"Ministerstwo Spraw Zagranicznych";"45";"Umacnianie demokracji, przestrzegania praw człowieka i rządów prawa w świecie";"Liczba deklaracji UE w sprawie poszanowania demokracji i obrony praw człowieka, których Polska była stroną";"260";"280";1841;1841;0
"15.4.4";;"15.4.4. Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych";"Ministerstwo Spraw Zagranicznych";"45";"Tworzenie obrazu Polski, jako kraju przyjaznego dla cudzoziemców i zagranicznych osób prawnych";"Liczba interesantów";"869195";"1052000";44238;44238;0
"15.5";"15.5. Kształtowanie i koordynacja polityki zagranicznej";;"Kancelaria Sejmu";"02";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Odsetek realizacji planu spotkań związanych z Prezydencją";"-";"100%";5712;5712;0
"15.5";;;"Kancelaria Senatu";"03";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Odsetek zrealizowanych celów operacyjnych";"-";"100 %";3675;3675;0
"15.5";;;"Kancelaria Prezesa Rady Ministrów";"16";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi ";"2";"4";6259;3029;3230
"15.5";;;"Ministerstwo Infrastruktury";"18";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"1";442;442;0
"15.5";;;"Ministerstwo Finansów";"19";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"-";"-";"-";6816;6816;0
"15.5";;;"Ministerstwo Gospodarki";"20";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011r poprzez umożliwienie finansowania podejmowanych działań.";"Kwartalne sprawozdanie przedłożone pełnomocnikowi";"-";"4";10620;10620;0
"15.5";;;"Ministerstwo Infrastruktury";"21";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"1";456;456;0
"15.5";;;"Ministerstwo Środowiska";"22";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Liczba kwartalnych sprawozdań zaakceptowanych przez kierownictwo";"-";"4";231;231;0
"15.5";;;"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym ";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"-";11539;11539;0
"15.5";;;"Ministerstwo Sportu i Turystyki";"25";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"4";556;556;0
"15.5";;;"Ministerstwo Infrastruktury";"26";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi w szt.";"2";"4";915;915;0
"15.5";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"27";"Zapewnienie merytorycznego wsparcia w realizacji zadań związanych ze współpracą europejską";"-";"-";"-";26652;26652;0
"15.5";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II poł 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"4";"4";3265;3265;0
"15.5";;;"Ministerstwo Obrony Narodowej";"29";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Opis stopnia realizacji priorytetów przewodnictwa";"-";"-";3248;3248;0
"15.5";;;"Ministerstwo Edukacji Narodowej";"30";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II poł. 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"4";2627;2627;0
"15.5";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"-";"-";"-";"-";883;883;0
"15.5";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez przewodniczącego zespołu ds. koordynacji przygotowań MRiRW";"-";"pozytywna";3875;3875;0
"15.5";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez przewodniczącego zespołu ds. koordynacji przygotowań MRiRW";"-";"pozytywna";235;235;0
"15.5";;;"Ministerstwo Rozwoju Regionalnego";"34";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Ilość spotkań krajowych i zagranicznych odbytych w danym roku w ramach przygotowań i sprawowania przewodnictwa Polski w Radzie Unii Europejskiej, koordynowanych na poziomie Ministra Rozwoju Regionalnego";"2";"31";1295;1295;0
"15.5";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez przewodniczącego zespołu ds. koordynacji przygotowań MRiRW";"-";"pozytywna";419;419;0
"15.5";;;"Ministerstwo Skarbu Państwa";"36";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"-";"-";"-";251;251;0
"15.5";;;"Ministerstwo Sprawiedliwości";"37";"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w drugiej połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"4";1798;1798;0
"15.5";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"4";"4";263;263;0
"15.5";;;"Ministerstwo Infrastruktury";"39";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi w szt.";"2";"4";2718;2718;0
"15.5";;;"Ministerstwo Sportu i Turystyki";"40";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"4";662;662;0
"15.5";;;"Ministerstwo Środowiska";"41";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Liczba kwartalnych sprawozdań zaakceptowanych przez kierownictwo";"4";"4";2208;2208;0
"15.5";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"-";"-";"-";49239;49239;0
"15.5";;;"Ministerstwo Pracy i Polityki Społecznej";"44";"-";"-";"-";"-";1486;1486;0
"15.5";;;"Ministerstwo Spraw Zagranicznych";"45";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Liczba międzyresortowych spotkań o charakterze koordynacyjnym zorganizowanych przez MSZ";"17";"25";235685;235685;0
"15.5";;;"Ministerstwo Zdrowia";"46";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Liczba sprawozdań przedstawionych Pełnomocnikowi";"4";"4";2557;2557;0
"15.5";;;"Urząd Zamówień Publicznych";"49";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie UE w II poł.2011 r. poprzez umożliwienie finansowania podejmowanych działań.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"4";40;40;0
"15.5";;;"Urząd Ochrony Konkurencji i Konsumentów";"53";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II poł. 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie przełożone Pełnomocnikowi";"4";"4";436;436;0
"15.5";;;"Agencja Bezpieczeństwa Wewnętrznego";"57";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Realizacja przez ABW zadań związanych ze współpracą europejską - miernik logiczny tak(1)/nie(0)";"-";"1";4592;4592;0
"15.5";;;"Główny Urząd Statystyczny";"58";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i przeprowadzeniem polskiego Przewodnictwa w Radzie UE w II poł. 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"4";419;419;0
"15.5";;;"Wyższy Urząd Górniczy";"60";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum  międzynarodowym w tym sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego przewodnictwa w Radzie UE w II połowie 2011 roku";"Liczba kwartalnych sprawozdań z realizacji programów wieloletnich w resorcie środowiska";"4";"4";14;14;0
"15.5";;;"Urząd Patentowy RP";"61";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"-";428;428;0
"15.5";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez Przewodniczącego Zespołu ds. Koordynacji przygotowań MRiRW";"-";"pozytywna";253;253;0
"15.5";;;"Ministerstwo Pracy i Polityki Społecznej";"63";"-";"-";"-";"-";366;366;0
"15.5";;;"Państwowa Agencja Atomistyki";"68";"Zapewnienie jak najlepszej i spójnej realizacji interesów Polski na forum międzynarodowym";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"4";157;157;0
"15.5.1";;"15.5.1. Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych";"Ministerstwo Spraw Zagranicznych";"45";"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw zagranicznych";"Liczba międzynarodowych spotkań o charakterze koordynacyjnym dotyczących spraw zagranicznych zorganizowanych przez MSZ";"17";"25";5179;5179;0
"15.5.2";;"15.5.2. Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE";"Ministerstwo Finansów";"19";"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE, w tym udział w pracach Komitetu ds. Europejskich";"Udział w spotkaniach koordynacyjnych dot.spraw członkowskich Polski w UE";"95%";"95%";3285;3285;0
"15.5.2";;;"Ministerstwo Spraw Zagranicznych";"45";"Zapewnienie jak najlepszej i spójnej realizacji zadań związanych ze współpracą międzynarodową organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE";"Stopień zrealizowanych zadań przez członków KSE (w %)";"70%";"85%";105338;105338;0
"15.5.3";;"15.5.3. Prowadzenie działalności edukacyjnej i informacyjnej";"Ministerstwo Spraw Zagranicznych";"45";"Rozpowszechnianie wiedzy o polskiej polityce zagranicznej i dyplomacji";"Liczba użytkowników stron internetowych centrali i placówek zagranicznych MSZ";"-";"18000";9167;9167;0
"15.5.4";;"15.5.4. Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej";"Kancelaria Sejmu";"02";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Odsetek realizacji planu spotkań związanych z Prezydencją";"-";"100%";5712;5712;0
"15.5.4";;;"Kancelaria Senatu";"03";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Odsetek zrealizowanych celów operacyjnych";"-";"100 %";3675;3675;0
"15.5.4";;;"Kancelaria Prezesa Rady Ministrów";"16";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"4";6259;3029;3230
"15.5.4";;;"Ministerstwo Infrastruktury";"18";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"1";442;442;0
"15.5.4";;;"Ministerstwo Finansów";"19";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"-";"4";3531;3531;0
"15.5.4";;;"Ministerstwo Gospodarki";"20";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie UE w II połowie 2011 poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi ";"-";"4";10620;10620;0
"15.5.4";;;"Ministerstwo Infrastruktury";"21";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"1";456;456;0
"15.5.4";;;"Ministerstwo Środowiska";"22";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Liczba kwartalnych sprawozdań zaakceptowanych przez kierownictwo";"0";"4";231;231;0
"15.5.4";;;"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Zapewnienie sprawnej i terminowej realizacji zadań związanych z przygotowaniem i prowadzeniem polskiego przewodnictwa w Radzie Unii Europejskiej w drugiej połowie 2011 r. przez umożliwienie finansowania podejmowanych działań.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"-";11539;11539;0
"15.5.4";;;"Ministerstwo Sportu i Turystyki";"25";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem
polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"-";"4";556;556;0
"15.5.4";;;"Ministerstwo Infrastruktury";"26";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"2";"4";915;915;0
"15.5.4";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"27";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"-";"-";"-";26652;26652;0
"15.5.4";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II poł 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie zaakceptowane przez Komitet Stały Rady Ministrów";"4";"4";3265;3265;0
"15.5.4";;;"Ministerstwo Obrony Narodowej";"29";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Opis stanu realizacji przedsięwzięć";"-";"-";3248;3248;0
"15.5.4";;;"Ministerstwo Edukacji Narodowej";"30";"Zapewnienie sprawnej i terminowej realizacji zadania związanego z przygotowaniem i prowadzeniem polskiego Przewodnictwa w Radzie UE w II poł. 2011 r. poprzez umożliwienie finansowania podejmowanych działań";"Kwartalne sprawozdanie przedłożone Pełnomocnikowi";"4";"4";2627;2627;0
"15.5.4";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"-";"-";"-";"-";883;883;0
"15.5.4";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez przewodniczącego zespołu ds. koordynacji przygotowań MRiRW";"-";"pozytywna";3875;3875;0
"15.5.4";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Ocena kwartalnego sprawozdania z wykorzystania środków zaakceptowanego przez przewodniczącego zespołu ds. koordynacji przygotowań MRiRW";"   -";"pozytywna";235;235;0
"15.5.4";;;"Ministerstwo Rozwoju Regionalnego";"34";"Zapewnienie sprawnej i terminowej realizacji działań związanych z przygotowaniem i sprawowaniem polskiego Przewodnictwa w Radzie UE w II połowie 2011 r.";"Ilość spotkań krajowych i zagranicznych odbytych w danym roku w ramach przygotowań i sprawowania przewodnictwa Polski w Radzie Unii Europejskiej, koordynowanych na poziomie Ministra Rozwoju Regionalnego";"2";"31";1295;1295;0
