"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.04.01.00-00-033/09-00";"Wdrożenie systemu zarządzania jakością i zarządzania środowiskowego w Jednostce Ratownictwa Chemicznego Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"20,373.20";"13,020.00";"6,510.00";"6,510.00";"Jednostka Ratownictwa Chemicznego Sp. z o.o.";"8730013812";"33-101";"Tarnów";"Małopolskie";"Powiat m. Tarnów";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-033/09-01-K01";"Tak";"2010/05/25";"2010/06/09"
"POIS.04.01.00-00-036/09-00";"Wdrożenie systemu ISO 14 001 w przedsiębiorstwie Kosmet Rokita Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"22,670.04";"13,007.40";"6,503.70";"6,503.70";"Zakład Chemii Gospodarczej i Samochodowej ""Kosmet Rokita"" Sp. z o.o.";"9171154737";"56-120";"Brzeg Dolny";"Dolnośląskie";"Powiat wołowski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-036/09-01";"Tak";"2010/05/26";"2010/06/16"
"POIS.04.01.00-00-037/09-00";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w ramach ZSZ w ReReRe Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"68,930.00";"39,050.00";"19,525.00";"19,525.00";"ReReRe Sp. z o.o.";"7822474868";"61-371";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-037/09-01";"Tak";"2010/05/24";"2010/05/26"
"POIS.04.02.00-00-018/09-00";"Budowa węzła przygotowania wody dla kotłów parowych w RN Jedlicze S.A.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"Cały kraj";"";"";"4,270,000.00";"3,457,950.00";"1,037,385.00";"1,037,385.00";"Rafineria Nafty Jedlicze S.A.";"6840000761";"38-460";"Jedlicze";"Podkarpackie";"Powiat krośnieński";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-018/09-02";"Nie";"2010/12/16";"2010/12/23"
"POIS.04.02.00-00-019/09-00";"Zmniejszenie energochłonności procesu produkcyjnego w Alkat Sp. z o.o. w województwie śląskim";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"Cały kraj";"";"";"48,326,685.00";"35,548,295.00";"10,664,488.50";"10,664,488.50";"Alkat Spółka z ograniczoną odpowiedzialnością";"9451679441";"31-357";"Kraków";"Małopolskie";"Powiat m. Kraków";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-019/09-04";"Nie";"2010/06/30";"2010/06/30"
"POIS.04.02.00-00-030/09-00";"Budowa instalacji akumulatora ciepła w Elektrociepłowni „Kraków” S.A.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"Cały kraj";"";"";"52,321,396.85";"36,875,908.00";"11,062,772.40";"11,062,772.40";"Elektrociepłownia „Kraków” S.A.";"6750000214";"31-587";"Kraków";"Małopolskie";"Powiat m. Kraków";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-030/09-02";"Nie";"2010/10/08";"2010/10/29"
"POIS.04.03.00-00-024/09-00";"Nowa instalacja współspalania biomasy dla kotła OP-380 Nr 2 w Elektrociepłowni „Kraków” S.A.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.03.00";"";"Cały kraj";"";"";"58,724,700.00";"48,135,000.00";"13,259,280.77";"13,259,280.77";"Elektrociepłownia „Kraków” S.A.";"6750000214";"31-587";"Kraków";"Małopolskie";"Powiat m. Kraków";"48 Zintegrowany system zapobiegania i kontroli zanieczyszczeń";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.03.00-00-024/09-04";"Nie";"2010/06/25";"2010/07/09"
"POIS.04.03.00-00-026/09-00";"Wymiana elektrofiltru kotła OP – 230 nr 3 na terenie EC Bydgoszcz II";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.03.00";"";"Cały kraj";"";"";"10,893,380.00";"8,929,000.00";"1,075,679.00";"1,075,679.00";"PGE Zespół Elektrociepłowni Bydgoszcz S.A.";"5540310818";"85-950";"Bydgoszcz";"";"";"48 Zintegrowany system zapobiegania i kontroli zanieczyszczeń";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.03.00-00-026/09-02";"Nie";"2010/07/22";"2010/07/23"
"POIS.04.06.00-00-012/09-01";"Budowa instalacji do recyklingu odpadów poużytkowych – zużyte opony";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.06.00";"";"Cały kraj";"";"";"16,861,620.00";"13,715,927.00";"4,114,778.10";"4,114,778.10";"ATB Truck S.A.";"5291001649";"03-237";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.06.00-00-012/09-03";"Nie";"2010/12/17";"2011/01/05"
"POIS.05.01.00-00-155/09-00";"Ochrona ex situ żubra Bison bonasus w Polsce";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"Cały kraj";"";"";"7,910,853.40";"7,382,024.40";"6,274,720.74";"6,274,720.74";"Szkoła Główna Gospodarstwa Wiejskiego";"5250007425";"02-787";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"uczelnia wyższa";"00 Nie dotyczy";"POIS.05.01.00-00-155/09-01";"Nie";"2010/09/22";"2010/09/28"
"POIS.05.03.00-00-047/08-02";"Programy ochrony: torfowisk alkalicznych (7230) oraz związanych z nimi zagrożonych gatunków - skalnicy torfowiskowej, lipiennika Loesela, miodokwiatu krzyżowego i gwiazdnicy grubolistnej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Cały kraj";"";"";"1,245,700.83";"1,176,469.41";"999,999.00";"999,999.00";"Klub Przyrodników";"9271506791";"66-200";"Świebodzin";"Lubuskie";"Powiat świebodziński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2010/03/18";"2010/08/26"
"POIS.05.03.00-00-186/09-02";"Opracowanie planów zadań ochronnych dla obszarów Natura 2000 na obszarze Polski";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"Cały kraj";"";"";"24,999,944.40";"24,999,944.40";"24,999,944.40";"19,999,955.52";"Generalna Dyrekcja Ochrony Środowiska";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-186/09-04";"Nie";"2010/11/10";"2011/01/20"
"POIS.05.04.00-00-006/08-02";"Edukacja grup zawodowych w zakresie OOŚ w celu minimalizacji wpływu inwestycji liniowych na przyrodę.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"502,486.42";"500,286.42";"425,243.46";"425,243.46";"Stowarzyszenie Pracownia na rzecz Wszystkich Istot";"5471517679";"43-360";"Bystra";"Śląskie";"Powiat bielski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-006/08-06";"Nie";"2010/11/24";"2010/12/09"
"POIS.05.04.00-00-067/08-01";"Ekointerwencje - Zwiększanie zaangażowania społeczeństwa w ochronę obszarów Natura 2000";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"718,498.04";"716,255.88";"608,817.50";"608,817.50";"Ogólnopolskie Towarzystwo Ochrony Ptaków";"9570553373";"80-401";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-067/08-07";"Nie";"2010/03/30";"2010/04/12"
"POIS.05.04.00-00-116/09-01";"Kampania promująca sieć NATURA 2000 pod hasłem ""NATURA SIĘ O(D)PŁACA""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"3,433,200.00";"3,433,200.00";"2,918,220.00";"2,918,220.00";"Towarzystwo na rzecz Ziemi";"5491328295";"32-600";"Oświęcim";"Małopolskie";"Powiat oświęcimski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-116/09-06";"Nie";"2010/12/21";"2010/12/21"
"POIS.05.04.00-00-125/09-01";"""SOS dla świata"" – kampania promująca proekologiczne zachowania wśród Polaków";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"4,051,658.60";"4,051,658.60";"3,443,909.81";"3,443,909.81";"WWF Polska Światowy Fundusz Na Rzecz Przyrody";"5213241055";"02-520";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-125/09-05";"Nie";"2010/12/23";"2010/12/24"
"POIS.05.04.00-00-126/09-02";"""Tiry na tory!""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"2,000,000.00";"2,000,000.00";"1,700,000.00";"1,700,000.00";"Fundacja Instytut Spraw Obywatelskich";"7251872505";"90-734";"Łódź";"Łódzkie";"Powiat m. Łódź";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"";"";"2010/08/18";"2011/05/24"
"POIS.05.04.00-00-180/09-03";"Ogólnopolska kampania edukacyjno-informacyjna mająca na celu zapobieganie powstawaniu odpadów i właściwe postępowanie z odpadami";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"7,558,776.44";"7,558,776.44";"7,558,776.44";"6,424,959.97";"Ministerstwo Środowiska";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.04.00-00-180/09-06";"Nie";"2010/11/05";"2010/11/08"
"POIS.05.04.00-00-264/09-00";"Bliżej Natury - identyfikacja i merytoryczne przygotowanie  lokalnych animatorów przyrodniczych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"836,836.54";"836,836.54";"711,311.05";"711,311.05";"Ogólnopolskie Towarzystwo Ochrony Ptaków";"9570553373";"80-401";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-264/09-01";"Nie";"2010/08/17";"2010/08/18"
"POIS.05.04.00-00-266/09-00";"Natura i gospodarka - podstawy dialogu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"Cały kraj";"";"";"2,000,000.00";"2,000,000.00";"2,000,000.00";"1,700,000.00";"Generalna Dyrekcja Ochrony Środowiska";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.04.00-00-266/09-02";"Nie";"2010/08/17";"2010/08/18"
"POIS.07.01.00-00-006/09-00";"Modernizacja linii kolejowej E20/CE 20 na odcinku Siedlce - Terespol, etap II - PRACE PRZYGOTOWAWCZE";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Cały kraj";"";"";"1,057,575.64";"866,725.64";"866,725.64";"736,716.79";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"16 Kolej";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.01.00-00-006/09-02";"Nie";"2010/06/30";"2010/07/02"
"POIS.07.01.00-00-007/09-00";"Modernizacja linii kolejowej E 75 Rail Baltica Warszawa - Białystok - granica z Litwą, etap I, odcinek Warszawa Rembertów - Zielonka - Tłuszcz (Sadowne) - PRACE PRZYGOTOWAWCZE";"Program Operacyjny Infrastruktura i Środowisko";"POIS.07.00.00";"POIS.07.01.00";"";"Cały kraj";"";"";"334,280.00";"274,000.00";"274,000.00";"232,900.00";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"16 Kolej";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.07.01.00-00-007/09-02";"Nie";"2010/06/30";"2010/07/02"
"POIS.08.01.00-00-004/09-01";"Doposażenie jednostek Policji w specjalistyczny sprzęt służący poprawie bezpieczeństwa w ruchu drogowym na obszarze całego kraju";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Cały kraj";"";"";"70,586,400.00";"70,586,400.00";"70,586,400.00";"59,998,440.00";"Komendant Główny Policji";"5213172762";"02-624";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"22 Drogi krajowe";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.08.01.00-00-004/09-04";"Nie";"2010/03/31";"2010/04/01"
"POIS.08.01.00-00-007/10-00";"""Drogi zaufania"" - program ochrony życia i zdrowia ludzi na drogach krajowych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.01.00";"";"Cały kraj";"";"";"23,724,059.60";"23,654,519.60";"23,654,519.60";"20,106,341.66";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"22 Drogi krajowe";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.08.01.00-00-007/10-02";"Nie";"2010/09/24";"2010/09/24"
"POIS.10.01.00-00-001/09-00";"Podziemny Magazyn Gazu Strachocina";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"493,978,450.00";"165,981,607.00";"53,207,559.50";"53,207,559.50";"Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna";"5250008028";"01-224";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-001/09-01";"Nie";"2010/12/06";"2010/12/07"
"POIS.10.01.00-00-001/10-00";"Gazociąg Rembelszczyzna - Gustorzyn ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"767,136,000.00";"471,411,360.00";"121,550,000.00";"121,550,000.00";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-001/10-01";"Nie";"2010/12/15";"2010/12/20"
"POIS.10.01.00-00-002/09-00";"Podziemny Magazyn Gazu Wierzchowice";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"1,956,484,184.00";"1,603,272,961.00";"503,631,338.25";"503,631,338.25";"Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna";"5250008028";"01-224";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"36 Gaz ziemny (sieci TEN-E)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-002/09-04";"Nie";"2010/09/03";"2010/09/14"
"POIS.10.01.00-00-002/10-00";"Gazociąg Polkowice-Żary";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"100,040,000.00";"44,898,300.00";"25,590,000.00";"25,590,000.00";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-002/10-01";"Nie";"2010/11/24";"2010/11/26"
"POIS.10.01.00-00-003/09-00";"Kawernowy Podziemny Magazyn Gazu Kosakowo";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"667,109,988.00";"369,558,400.00";"93,525,732.25";"93,525,732.25";"Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna";"5250008028";"01-224";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"36 Gaz ziemny (sieci TEN-E)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-003/09-01";"Nie";"2010/12/22";"2010/12/29"
"POIS.10.01.00-00-004/09-00";"Kawernowy Podziemny Magazyn Gazu Mogilno";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"220,361,042.00";"60,588,000.00";"23,125,370.00";"23,125,370.00";"Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna";"5250008028";"01-224";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-004/09-01";"Nie";"2010/12/22";"2010/12/29"
"POIS.10.01.00-00-005/09-02";"Gazociąg Włocławek - Gdynia";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"143,960,000.00";"54,307,690.00";"30,955,383.30";"30,955,383.30";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-005/09-06";"Nie";"2010/11/15";"2010/11/19"
"POIS.10.01.00-00-006/09-00";"Gazociąg Gustorzyn - Odolanów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"778,360,000.00";"533,431,800.00";"175,450,000.00";"175,450,000.00";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-006/09-01";"Nie";"2010/11/24";"2010/11/26"
"POIS.10.01.00-00-008/09-00";"Gazociąg Szczecin - Gdańsk";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"1,133,624,000.00";"530,015,680.00";"226,880,000.00";"226,880,000.00";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/11/24";"2010/11/26"
"POIS.10.01.00-00-009/09-01";"Gazociąg Jeleniów - Dziwiszów";"Program Operacyjny Infrastruktura i Środowisko";"POIS.10.00.00";"POIS.10.01.00";"";"Cały kraj";"";"";"184,933,533.00";"114,210,000.00";"65,099,700.00";"65,099,700.00";"Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA";"5272432041";"02-337";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"35 Gaz ziemny";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.10.01.00-00-009/09-03";"Nie";"2010/05/27";"2010/11/15"
"POIS.12.01.00-00-060/10-00";"Budowa i wyposażenie Wojewódzkich Centrów Powiadamiania Ratunkowego ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Cały kraj";"";"";"115,343,000.00";"105,780,000.00";"105,780,000.00";"89,913,000.00";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.12.01.00-00-060/10-03";"Nie";"2010/08/11";"2010/08/13"
"POIS.12.01.00-00-064/10-00";"Budowa i remont oraz doposażenie baz Lotniczego Pogotowia Ratunkowego - ETAP 1.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Cały kraj";"";"";"44,236,482.91";"43,182,012.92";"43,182,012.92";"36,704,710.98";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Lotnicze Pogotowie Ratunkowe";"5222548391";"01-934";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2010/12/27";"2010/12/27"
"POIS.12.02.00-00-010/08-00";"Zakup nowoczesnego sprzętu na potrzeby ponadregionalnego Centrum Chirurgii Endowaskularnej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Cały kraj";"";"";"5,521,600.00";"5,521,600.00";"5,521,600.00";"4,693,360.00";"Akademia Medyczna im. Piastów Śląskich we Wrocławiu";"8960005779";"50-367";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"76 Infrastruktura ochrony zdrowia";"uczelnia wyższa";"00 Nie dotyczy";"POIS.12.02.00-00-010/08-02";"Nie";"2010/09/13";"2010/09/20"
"POIS.14.01.00-00-101/09-04";"RPD IZ na rok 2009";"Program Operacyjny Infrastruktura i Środowisko";"POIS.14.00.00";"POIS.14.01.00";"";"Cały kraj";"";"";"1,538,009.73";"1,538,009.73";"1,538,009.73";"1,307,308.27";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Programów Infrastrukturalnych";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/10/28";"2011/01/03"
